sw2578B-ms98-a-0002,10.335125,10.625125,not,B,ng,u-2-1
sw2578B-ms98-a-0070,535.065375,535.261500,it's,B,sv,u-98-2
sw2578B-ms98-a-0070,535.461125,535.705375,you're,I,sv,u-98-2
sw2578B-ms98-a-0070,535.705375,536.045375,you're,I,sv,u-98-2
sw2578B-ms98-a-0070,536.045375,536.585375,taking,I,sv,u-98-2
sw2578B-ms98-a-0070,536.585375,537.095375,words,I,sv,u-98-2
sw2578B-ms98-a-0070,537.095375,537.255375,and,I,sv,u-98-2
sw2578B-ms98-a-0070,537.255375,537.765375,developing,I,sv,u-98-2
sw2578B-ms98-a-0070,537.765375,537.825375,a,I,sv,u-98-2
sw2578B-ms98-a-0070,537.825375,538.295375,picture,I,sv,u-98-2
sw2578B-ms98-a-0070,538.295375,538.435375,in,I,sv,u-98-2
sw2578B-ms98-a-0070,538.435375,538.565375,your,I,sv,u-98-2
sw2578B-ms98-a-0070,538.565375,539.174250,mind,I,sv,u-98-2
sw2578B-ms98-a-0071,539.889750,540.441125,so,B,sv,u-100-1
sw2578B-ms98-a-0071,540.595000,540.749750,i,I,sv,u-100-1
sw2578B-ms98-a-0071,540.749750,541.164750,mean,I,sv,u-100-1
sw2578B-ms98-a-0072,541.741375,541.921375,and,O,,
sw2578B-ms98-a-0073,542.733625,543.013625,it's,B,+,u-102-1
sw2578B-ms98-a-0073,543.013625,543.243625,it's,I,+,u-102-1
sw2578B-ms98-a-0073,543.243625,543.803625,excellent,I,+,u-102-1
sw2578B-ms98-a-0073,543.803625,544.053375,i,B,sd,u-102-2
sw2578B-ms98-a-0073,544.053375,544.440875,i'm,I,sd,u-102-2
sw2578B-ms98-a-0073,544.900375,545.053625,we,I,sd,u-102-2
sw2578B-ms98-a-0073,545.053625,545.283625,haven't,I,sd,u-102-2
sw2578B-ms98-a-0073,545.283625,545.493625,got,I,sd,u-102-2
sw2578B-ms98-a-0073,545.493625,545.933625,children,I,sd,u-102-2
sw2578B-ms98-a-0073,545.933625,546.183625,yet,I,sd,u-102-2
sw2578B-ms98-a-0073,546.183625,546.363625,but,B,sd,u-102-3
sw2578B-ms98-a-0073,546.483625,546.741375,i,I,sd,u-102-3
sw2578B-ms98-a-0073,546.861875,547.283625,hope,I,sd,u-102-3
sw2578B-ms98-a-0073,547.283625,547.663625,to,I,sd,u-102-3
sw2578B-ms98-a-0074,548.956750,549.548000,uh,I,sd,u-102-3
sw2578B-ms98-a-0074,550.023500,550.288750,set,I,sd,u-102-3
sw2578B-ms98-a-0074,550.288750,550.428750,an,I,sd,u-102-3
sw2578B-ms98-a-0074,550.428750,550.948750,example,I,sd,u-102-3
sw2578B-ms98-a-0074,550.948750,551.158750,for,I,sd,u-102-3
sw2578B-ms98-a-0074,551.158750,551.508750,ours,I,sd,u-102-3
sw2578B-ms98-a-0074,551.588750,551.758750,that,I,sd,u-102-3
sw2578B-ms98-a-0074,551.808750,551.958750,you,I,sd,u-102-3
sw2578B-ms98-a-0074,551.958750,552.148750,know,I,sd,u-102-3
sw2578B-ms98-a-0074,552.148750,552.388750,that,I,sd,u-102-3
sw2578B-ms98-a-0074,552.388750,552.917000,reading,I,sd,u-102-3
sw2578B-ms98-a-0074,553.467000,553.816375,is,I,sd,u-102-3
sw2578B-ms98-a-0074,554.117750,554.471875,can,I,sd,u-102-3
sw2578B-ms98-a-0074,554.471875,554.566000,it,I,sd,u-102-3
sw2578B-ms98-a-0074,554.566000,554.718750,can,I,sd,u-102-3
sw2578B-ms98-a-0074,554.718750,554.948750,be,I,sd,u-102-3
sw2578B-ms98-a-0074,554.948750,555.148750,your,I,sd,u-102-3
sw2578B-ms98-a-0074,555.238750,555.538750,best,I,sd,u-102-3
sw2578B-ms98-a-0074,555.538750,555.938750,friend,I,sd,u-102-3
sw2578B-ms98-a-0074,555.938750,556.617875,basically,B,+,u-104-1
sw2578B-ms98-a-0074,556.742250,556.828750,i,B,sv,u-104-2
sw2578B-ms98-a-0074,556.828750,557.068750,mean,I,sv,u-104-2
sw2578B-ms98-a-0074,557.068750,557.308750,even,I,sv,u-104-2
sw2578B-ms98-a-0074,557.308750,557.438750,if,I,sv,u-104-2
sw2578B-ms98-a-0074,557.438750,557.558750,you,I,sv,u-104-2
sw2578B-ms98-a-0074,557.558750,557.858750,haven't,I,sv,u-104-2
sw2578B-ms98-a-0074,557.858750,558.018750,got,I,sv,u-104-2
sw2578B-ms98-a-0074,558.018750,558.258375,a,I,sv,u-104-2
sw2578B-ms98-a-0074,558.258375,558.416500,a,I,sv,u-104-2
sw2578B-ms98-a-0074,558.814375,558.968750,a,I,sv,u-104-2
sw2578B-ms98-a-0074,558.968750,559.308750,human,I,sv,u-104-2
sw2578B-ms98-a-0074,559.308750,559.628750,friend,I,sv,u-104-2
sw2578B-ms98-a-0074,559.628750,560.118750,around,I,sv,u-104-2
sw2578B-ms98-a-0074,560.118750,560.208750,you,I,sv,u-104-2
sw2578B-ms98-a-0074,560.208750,560.408750,can,I,sv,u-104-2
sw2578B-ms98-a-0074,560.408750,560.558750,pi[ck]-,I,sv,u-104-2
sw2578B-ms98-a-0074,560.668750,560.848750,pick,I,sv,u-104-2
sw2578B-ms98-a-0074,560.848750,560.958750,up,I,sv,u-104-2
sw2578B-ms98-a-0074,560.958750,561.028750,a,I,sv,u-104-2
sw2578B-ms98-a-0074,561.028750,561.400875,book,I,sv,u-104-2
sw2578B-ms98-a-0074,561.400875,561.648750,and,I,sv,u-104-2
sw2578B-ms98-a-0075,562.135250,562.295250,and,I,sv,u-104-2
sw2578B-ms98-a-0075,562.295250,562.465250,be,B,+,u-106-1
sw2578B-ms98-a-0075,562.465250,562.655250,with,I,+,u-106-1
sw2578B-ms98-a-0075,562.655250,563.155250,somebody,I,+,u-106-1
sw2578B-ms98-a-0075,563.155250,563.855250,basically,I,+,u-106-1
sw2578B-ms98-a-0077,568.143000,568.213000,oh,O,,
sw2578B-ms98-a-0077,568.213000,568.383000,it,B,fc,u-108-1
sw2578B-ms98-a-0077,568.383000,568.603000,sounds,I,fc,u-108-1
sw2578B-ms98-a-0077,568.603000,568.763000,like,I,fc,u-108-1
sw2578B-ms98-a-0077,568.763000,568.903000,your,I,fc,u-108-1
sw2578B-ms98-a-0077,568.903000,569.183000,kids,I,fc,u-108-1
sw2578B-ms98-a-0077,569.183000,569.276500,are,I,fc,u-108-1
sw2578B-ms98-a-0077,569.276500,569.645625,[laughter-doing],O,,
sw2578B-ms98-a-0077,569.645625,570.693000,[laughter-stuff],O,,
sw2578B-ms98-a-0077,570.693000,570.823000,so,O,,
sw2578B-ms98-a-0077,570.823000,571.093000,are,O,,
sw2578B-ms98-a-0077,571.093000,571.263000,are,B,fc,u-108-2
sw2578B-ms98-a-0077,571.263000,571.453000,you,I,fc,u-108-2
sw2578B-ms98-a-0077,571.453000,571.503000,a,I,fc,u-108-2
sw2578B-ms98-a-0077,571.503000,571.990875,teacher,I,fc,u-108-2
sw2578B-ms98-a-0077,572.115125,572.323000,i,B,fc,u-110-1
sw2578B-ms98-a-0077,572.323000,572.643000,gathered,I,fc,u-110-1
sw2578B-ms98-a-0077,572.643000,572.713000,you,I,fc,u-110-1
sw2578B-ms98-a-0077,572.713000,572.933000,might,I,fc,u-110-1
sw2578B-ms98-a-0077,572.933000,573.043000,be,I,fc,u-110-1
sw2578B-ms98-a-0077,573.043000,573.083000,a,I,fc,u-110-1
sw2578B-ms98-a-0077,573.083000,573.603250,teacher,I,fc,u-110-1
sw2578B-ms98-a-0078,575.768625,575.998625,oh,B,fc,u-112-1
sw2578B-ms98-a-0078,575.998625,576.347000,okay,O,,
sw2578B-ms98-a-0078,576.749875,577.139125,uh-huh,B,fc,u-114-1
sw2578B-ms98-a-0080,581.207375,581.613875,yeah,B,fc,u-116-1
sw2578B-ms98-a-0081,583.023250,583.623000,okay,B,fc,u-118-1
sw2578B-ms98-a-0081,584.084000,584.740500,[laughter-okay],O,,
sw2578B-ms98-a-0081,584.740500,584.870500,you,B,fc,u-120-2
sw2578B-ms98-a-0081,584.870500,585.373000,too,I,fc,u-120-2
sw2578B-ms98-a-0081,585.632875,585.831125,take,B,fc,u-122-1
sw2578B-ms98-a-0081,585.831125,586.070500,care,I,fc,u-122-1
sw2578B-ms98-a-0081,586.260875,586.401000,bye,B,fc^m,u-122-2
sw2578B-ms98-a-0081,586.401000,586.558500,bye,I,fc^m,u-122-2
