sw2340A-ms98-a-0002,1.360000,1.580000,hello,B,fp^m,u-2-1
sw2340A-ms98-a-0088,450.123625,450.236500,but,B,sd,u-150-1
sw2340A-ms98-a-0088,450.236500,450.446500,my,I,sd,u-150-1
sw2340A-ms98-a-0088,450.446500,450.836500,wife's,I,sd,u-150-1
sw2340A-ms98-a-0088,450.836500,451.136500,mother,I,sd,u-150-1
sw2340A-ms98-a-0088,451.136500,451.286500,and,I,sd,u-150-1
sw2340A-ms98-a-0088,451.286500,451.346500,the,I,sd,u-150-1
sw2340A-ms98-a-0088,451.346500,451.526500,one,I,sd,u-150-1
sw2340A-ms98-a-0088,451.526500,451.716500,she's,I,sd,u-150-1
sw2340A-ms98-a-0088,451.716500,451.806500,in,I,sd,u-150-1
sw2340A-ms98-a-0088,451.806500,451.976500,San,I,sd,u-150-1
sw2340A-ms98-a-0088,451.976500,452.066500,Ant[onio]-,O,,
sw2340A-ms98-a-0088,452.066500,452.296500,it's,B,sd,u-150-2
sw2340A-ms98-a-0088,452.466500,452.616500,you,I,sd,u-150-2
sw2340A-ms98-a-0088,452.616500,452.696500,know,I,sd,u-150-2
sw2340A-ms98-a-0088,452.696500,453.006500,it's,I,sd,u-150-2
sw2340A-ms98-a-0088,453.006500,453.506500,everything,I,sd,u-150-2
sw2340A-ms98-a-0088,453.506500,453.816500,but,I,sd,u-150-2
sw2340A-ms98-a-0088,453.986500,454.116500,the,B,sd,u-150-3
sw2340A-ms98-a-0088,454.116500,454.496500,opposite,I,sd,u-150-3
sw2340A-ms98-a-0088,454.496500,454.576500,of,I,sd,u-150-3
sw2340A-ms98-a-0088,454.576500,454.786500,what,I,sd,u-150-3
sw2340A-ms98-a-0088,454.786500,454.926500,you've,I,sd,u-150-3
sw2340A-ms98-a-0088,454.926500,455.256500,seen,I,sd,u-150-3
sw2340A-ms98-a-0088,455.256500,455.296500,i,B,sd,u-150-4
sw2340A-ms98-a-0088,455.296500,455.464250,mean,I,sd,u-150-4
sw2340A-ms98-a-0088,455.464250,455.667125,it's,B,+,u-152-1
sw2340A-ms98-a-0088,455.667125,455.791500,uh,I,+,u-152-1
sw2340A-ms98-a-0088,456.176125,456.323500,it's,I,+,u-152-1
sw2340A-ms98-a-0088,456.323500,456.436500,a,I,+,u-152-1
sw2340A-ms98-a-0088,456.436500,456.736500,little,I,+,u-152-1
sw2340A-ms98-a-0088,456.976500,457.116500,ho[tel]-,I,+,u-152-1
sw2340A-ms98-a-0088,457.116500,457.656500,hotel,I,+,u-152-1
sw2340A-ms98-a-0088,457.656500,457.726500,you,I,+,u-152-1
sw2340A-ms98-a-0088,457.726500,457.976500,might,I,+,u-152-1
sw2340A-ms98-a-0088,457.976500,458.346375,say,I,+,u-152-1
sw2340A-ms98-a-0088,458.346375,458.528375,and,O,,
sw2340A-ms98-a-0089,459.240125,459.620125,again,B,sd,u-154-1
sw2340A-ms98-a-0089,459.620125,459.720125,a,I,sd,u-154-1
sw2340A-ms98-a-0089,459.720125,460.080125,swimming,I,sd,u-154-1
sw2340A-ms98-a-0089,460.080125,460.520125,pool,I,sd,u-154-1
sw2340A-ms98-a-0089,460.520125,460.730125,and,I,sd,u-154-1
sw2340A-ms98-a-0089,460.730125,461.604875,grounds,I,sd,u-154-1
sw2340A-ms98-a-0090,462.098125,462.578125,and,B,sd,u-154-2
sw2340A-ms98-a-0090,462.578125,462.768125,she,I,sd,u-154-2
sw2340A-ms98-a-0090,462.768125,462.998125,has,I,sd,u-154-2
sw2340A-ms98-a-0090,462.998125,463.268125,enough,I,sd,u-154-2
sw2340A-ms98-a-0090,463.268125,463.588125,room,I,sd,u-154-2
sw2340A-ms98-a-0090,463.588125,463.718125,she,B,sd,u-154-3
sw2340A-ms98-a-0090,463.718125,463.818125,has,I,sd,u-154-3
sw2340A-ms98-a-0090,463.818125,463.968125,two,I,sd,u-154-3
sw2340A-ms98-a-0090,463.968125,464.498125,bedrooms,I,sd,u-154-3
sw2340A-ms98-a-0090,464.498125,464.678125,and,I,sd,u-154-3
sw2340A-ms98-a-0090,464.678125,464.740500,a,I,sd,u-154-3
sw2340A-ms98-a-0090,464.740500,464.940125,and,I,sd,u-154-3
sw2340A-ms98-a-0090,464.940125,465.108125,a,I,sd,u-154-3
sw2340A-ms98-a-0090,465.108125,465.628125,separate,B,+,u-156-1
sw2340A-ms98-a-0090,465.878125,466.388125,living,I,+,u-156-1
sw2340A-ms98-a-0090,466.388125,466.834750,area,I,+,u-156-1
sw2340A-ms98-a-0091,467.401125,467.491125,they,B,sd,u-156-2
sw2340A-ms98-a-0091,467.491125,467.671125,don't,I,sd,u-156-2
sw2340A-ms98-a-0091,467.671125,467.791125,have,I,sd,u-156-2
sw2340A-ms98-a-0091,467.791125,468.211125,kitchens,I,sd,u-156-2
sw2340A-ms98-a-0091,468.211125,468.311125,or,I,sd,u-156-2
sw2340A-ms98-a-0091,468.311125,468.661125,anything,I,sd,u-156-2
sw2340A-ms98-a-0091,468.661125,468.791125,but,B,sd,u-158-1
sw2340A-ms98-a-0091,468.791125,468.931125,they,I,sd,u-158-1
sw2340A-ms98-a-0091,468.931125,469.271125,have,I,sd,u-158-1
sw2340A-ms98-a-0091,469.271125,469.609875,little,I,sd,u-158-1
sw2340A-ms98-a-0091,470.017250,470.254625,it's,I,sd,u-158-1
sw2340A-ms98-a-0091,470.254625,470.631125,like,I,sd,u-158-1
sw2340A-ms98-a-0091,470.631125,471.221125,uh,I,sd,u-158-1
sw2340A-ms98-a-0092,471.936250,472.156250,on,I,sd,u-158-1
sw2340A-ms98-a-0092,472.156250,472.336250,each,I,sd,u-158-1
sw2340A-ms98-a-0092,472.336250,472.766250,floor,I,sd,u-158-1
sw2340A-ms98-a-0092,472.766250,472.936250,they,I,sd,u-158-1
sw2340A-ms98-a-0092,472.936250,473.106250,have,I,sd,u-158-1
sw2340A-ms98-a-0092,473.106250,473.246250,a,I,sd,u-158-1
sw2340A-ms98-a-0092,473.246250,473.556250,little,I,sd,u-158-1
sw2340A-ms98-a-0092,473.556250,474.096250,kitchen,I,sd,u-158-1
sw2340A-ms98-a-0092,474.096250,474.596250,area,I,sd,u-158-1
sw2340A-ms98-a-0092,474.596250,474.706250,where,B,+,u-160-1
sw2340A-ms98-a-0092,474.706250,474.876250,you,I,+,u-160-1
sw2340A-ms98-a-0092,474.876250,475.016250,can,I,+,u-160-1
sw2340A-ms98-a-0092,475.016250,475.136250,go,I,+,u-160-1
sw2340A-ms98-a-0092,475.136250,475.346250,down,I,+,u-160-1
sw2340A-ms98-a-0092,475.346250,475.436250,and,I,+,u-160-1
sw2340A-ms98-a-0092,475.436250,475.606250,have,I,+,u-160-1
sw2340A-ms98-a-0092,475.606250,475.772750,a,I,+,u-160-1
sw2340A-ms98-a-0092,475.931000,476.186250,make,B,+,u-162-1
sw2340A-ms98-a-0092,476.186250,476.246250,a,I,+,u-162-1
sw2340A-ms98-a-0092,476.246250,476.676250,meal,I,+,u-162-1
sw2340A-ms98-a-0092,476.676250,476.746250,you,I,+,u-162-1
sw2340A-ms98-a-0092,476.746250,477.012000,know,I,+,u-162-1
sw2340A-ms98-a-0094,480.132875,480.292875,oh,B,ny,u-164-1
sw2340A-ms98-a-0094,480.292875,480.452875,yeah,I,ny,u-164-1
sw2340A-ms98-a-0094,480.452875,480.722875,it's,B,sd^e,u-164-2
sw2340A-ms98-a-0094,480.722875,481.012875,it's,I,sd^e,u-164-2
sw2340A-ms98-a-0094,481.012875,481.242875,it's,I,sd^e,u-164-2
sw2340A-ms98-a-0094,481.242875,481.492875,nothing,I,sd^e,u-164-2
sw2340A-ms98-a-0094,481.492875,481.692875,like,I,sd^e,u-164-2
sw2340A-ms98-a-0094,481.692875,481.822875,that,I,sd^e,u-164-2
sw2340A-ms98-a-0094,481.822875,482.002875,it's,B,sd,u-164-3
sw2340A-ms98-a-0094,482.002875,482.222875,like,I,sd,u-164-3
sw2340A-ms98-a-0094,482.222875,482.572875,living,I,sd,u-164-3
sw2340A-ms98-a-0094,482.572875,482.722875,in,I,sd,u-164-3
sw2340A-ms98-a-0094,482.722875,482.832875,the,I,sd,u-164-3
sw2340A-ms98-a-0094,482.832875,483.254875,hotel,I,sd,u-164-3
sw2340A-ms98-a-0094,483.254875,483.341500,i,B,sd,u-164-4
sw2340A-ms98-a-0094,483.341500,483.492875,mean,I,sd,u-164-4
sw2340A-ms98-a-0094,483.492875,483.722875,she's,B,+,u-166-1
sw2340A-ms98-a-0094,483.722875,484.112875,totally,I,+,u-166-1
sw2340A-ms98-a-0094,484.112875,484.272875,on,I,+,u-166-1
sw2340A-ms98-a-0094,484.272875,484.432875,her,I,+,u-166-1
sw2340A-ms98-a-0094,484.432875,484.732875,own,I,+,u-166-1
sw2340A-ms98-a-0095,485.795000,486.398000,uh,B,sd,u-168-1
sw2340A-ms98-a-0095,486.398000,486.518000,and,I,sd,u-168-1
sw2340A-ms98-a-0095,486.518000,486.628000,she,I,sd,u-168-1
sw2340A-ms98-a-0095,486.628000,486.828000,still,I,sd,u-168-1
sw2340A-ms98-a-0095,486.828000,487.388000,drives,I,sd,u-168-1
sw2340A-ms98-a-0095,487.388000,487.578000,which,I,sd,u-168-1
sw2340A-ms98-a-0095,487.578000,487.708000,we,I,sd,u-168-1
sw2340A-ms98-a-0095,487.708000,487.938000,do,I,sd,u-168-1
sw2340A-ms98-a-0095,487.938000,488.128000,does,I,sd,u-168-1
sw2340A-ms98-a-0095,488.128000,488.508000,scare,I,sd,u-168-1
sw2340A-ms98-a-0095,488.508000,488.648000,us,I,sd,u-168-1
sw2340A-ms98-a-0095,488.648000,488.838000,some,I,sd,u-168-1
sw2340A-ms98-a-0095,488.838000,489.178000,because,I,sd,u-168-1
sw2340A-ms98-a-0095,489.178000,489.348000,she,I,sd,u-168-1
sw2340A-ms98-a-0095,489.348000,489.658000,has,I,sd,u-168-1
sw2340A-ms98-a-0095,489.658000,489.958000,dented,I,sd,u-168-1
sw2340A-ms98-a-0095,489.958000,489.988000,a,I,sd,u-168-1
sw2340A-ms98-a-0095,489.988000,490.188000,few,I,sd,u-168-1
sw2340A-ms98-a-0095,490.188000,490.548000,things,I,sd,u-168-1
sw2340A-ms98-a-0095,490.548000,490.618000,you,I,sd,u-168-1
sw2340A-ms98-a-0095,490.618000,490.928875,know,I,sd,u-168-1
sw2340A-ms98-a-0096,492.110000,492.230000,and,B,sd,u-170-1
sw2340A-ms98-a-0096,492.230000,492.300000,we,I,sd,u-170-1
sw2340A-ms98-a-0096,492.300000,492.530000,keep,I,sd,u-170-1
sw2340A-ms98-a-0096,492.530000,492.820000,thinking,I,sd,u-170-1
sw2340A-ms98-a-0096,492.820000,493.100000,about,I,sd,u-170-1
sw2340A-ms98-a-0096,493.100000,493.350000,that,I,sd,u-170-1
sw2340A-ms98-a-0096,493.350000,493.430000,you,I,sd,u-170-1
sw2340A-ms98-a-0096,493.430000,493.796125,know,I,sd,u-170-1
sw2340A-ms98-a-0096,494.244375,494.410000,because_1,O,,
sw2340A-ms98-a-0096,494.410000,494.880000,she,B,sv,u-172-1
sw2340A-ms98-a-0096,494.880000,495.070000,they,I,sv,u-172-1
sw2340A-ms98-a-0096,495.070000,495.310000,get,I,sv,u-172-1
sw2340A-ms98-a-0096,495.310000,495.570000,less,I,sv,u-172-1
sw2340A-ms98-a-0096,495.570000,496.030000,alert,I,sv,u-172-1
sw2340A-ms98-a-0096,496.030000,496.170000,and,B,sv,u-172-2
sw2340A-ms98-a-0096,496.170000,496.280000,they,I,sv,u-172-2
sw2340A-ms98-a-0096,496.280000,496.540000,don't,I,sv,u-172-2
sw2340A-ms98-a-0096,496.540000,497.144500,care,I,sv,u-172-2
sw2340A-ms98-a-0096,497.694375,497.830000,and,B,sd,u-172-3
sw2340A-ms98-a-0096,497.830000,497.940000,i've,I,sd,u-172-3
sw2340A-ms98-a-0096,497.940000,498.190000,seen,I,sd,u-172-3
sw2340A-ms98-a-0096,498.190000,498.360000,some,I,sd,u-172-3
sw2340A-ms98-a-0096,498.360000,498.420000,of,I,sd,u-172-3
sw2340A-ms98-a-0096,498.420000,498.580000,these,I,sd,u-172-3
sw2340A-ms98-a-0096,498.580000,498.890000,elderly,I,sd,u-172-3
sw2340A-ms98-a-0096,498.890000,499.320000,people,I,sd,u-172-3
sw2340A-ms98-a-0096,499.320000,499.610000,on,I,sd,u-172-3
sw2340A-ms98-a-0096,499.610000,499.960000,TV,I,sd,u-172-3
sw2340A-ms98-a-0096,499.960000,500.040000,you,I,sd,u-172-3
sw2340A-ms98-a-0096,500.040000,500.250000,know,I,sd,u-172-3
sw2340A-ms98-a-0096,500.250000,500.310000,the,I,sd,u-172-3
sw2340A-ms98-a-0096,500.310000,500.520000,ones,I,sd,u-172-3
sw2340A-ms98-a-0096,500.520000,500.660000,from,I,sd,u-172-3
sw2340A-ms98-a-0096,500.800000,501.250000,Florida,I,sd,u-172-3
sw2340A-ms98-a-0096,501.250000,501.440000,that,I,sd,u-172-3
sw2340A-ms98-a-0096,501.440000,501.620000,just,I,sd,u-172-3
sw2340A-ms98-a-0096,501.620000,501.830000,run,I,sd,u-172-3
sw2340A-ms98-a-0096,501.830000,502.020000,into,I,sd,u-172-3
sw2340A-ms98-a-0096,502.020000,502.380000,people,I,sd,u-172-3
sw2340A-ms98-a-0096,502.380000,502.500000,and,B,sd,u-172-4
sw2340A-ms98-a-0096,502.500000,502.570000,they,I,sd,u-172-4
sw2340A-ms98-a-0096,502.570000,502.750000,don't,I,sd,u-172-4
sw2340A-ms98-a-0096,502.750000,503.020000,even,I,sd,u-172-4
sw2340A-ms98-a-0096,503.020000,503.560000,understand,B,+,u-174-1
sw2340A-ms98-a-0096,503.560000,503.680000,what,I,+,u-174-1
sw2340A-ms98-a-0096,503.680000,504.020000,happened,I,+,u-174-1
sw2340A-ms98-a-0096,504.020000,504.080000,you,I,+,u-174-1
sw2340A-ms98-a-0096,504.080000,504.280000,know,I,+,u-174-1
sw2340A-ms98-a-0098,506.873000,507.017250,i,B,aa,u-176-1
sw2340A-ms98-a-0098,507.017250,507.363375,know,I,aa,u-176-1
sw2340A-ms98-a-0100,515.859125,516.099125,i-,O,,
sw2340A-ms98-a-0100,516.249125,516.407875,i,B,aa,u-178-1
sw2340A-ms98-a-0100,516.407875,516.686625,know,I,aa,u-178-1
sw2340A-ms98-a-0100,516.988000,517.119125,go,B,ad,u-178-2
sw2340A-ms98-a-0100,517.119125,517.259125,ahead,I,ad,u-178-2
sw2340A-ms98-a-0100,517.259125,517.349125,i'm,B,fa,u-178-3
sw2340A-ms98-a-0100,517.349125,517.587000,sorry,I,fa,u-178-3
sw2340A-ms98-a-0102,521.482500,521.602500,oh,B,qy,u-180-1
sw2340A-ms98-a-0102,521.602500,521.672500,he,I,qy,u-180-1
sw2340A-ms98-a-0102,521.672500,521.892500,still,I,qy,u-180-1
sw2340A-ms98-a-0102,521.892500,522.382500,drives,I,qy,u-180-1
sw2340A-ms98-a-0103,523.040000,523.290000,that's,B,ba,u-182-1
sw2340A-ms98-a-0103,523.290000,523.440000,gr[eat]-,I,ba,u-182-1
sw2340A-ms98-a-0103,523.440000,523.640000,well,I,ba,u-182-1
sw2340A-ms98-a-0103,523.640000,523.760000,it's,I,ba,u-182-1
sw2340A-ms98-a-0103,523.760000,524.170000,wonderful,I,ba,u-182-1
sw2340A-ms98-a-0103,524.170000,524.300000,in,I,ba,u-182-1
sw2340A-ms98-a-0103,524.300000,524.580000,one,I,ba,u-182-1
sw2340A-ms98-a-0103,524.580000,524.770000,one,I,ba,u-182-1
sw2340A-ms98-a-0103,524.770000,525.210000,respect,I,ba,u-182-1
sw2340A-ms98-a-0103,525.210000,525.330000,but,B,qy^d,u-182-2
sw2340A-ms98-a-0103,525.330000,525.370000,i,I,qy^d,u-182-2
sw2340A-ms98-a-0103,525.370000,525.780000,don't,I,qy^d,u-182-2
sw2340A-ms98-a-0103,525.780000,525.840000,know,I,qy^d,u-182-2
sw2340A-ms98-a-0103,525.840000,525.920000,if,I,qy^d,u-182-2
sw2340A-ms98-a-0103,525.920000,526.040000,you,I,qy^d,u-182-2
sw2340A-ms98-a-0103,526.040000,526.140000,can,I,qy^d,u-182-2
sw2340A-ms98-a-0103,526.140000,526.420000,afford,I,qy^d,u-182-2
sw2340A-ms98-a-0103,526.420000,526.480000,the,I,qy^d,u-182-2
sw2340A-ms98-a-0103,526.480000,526.920000,insurance,I,qy^d,u-182-2
sw2340A-ms98-a-0103,526.920000,527.198875,yeah,B,%,u-182-3
sw2340A-ms98-a-0105,530.569750,531.299750,yeah,B,b,u-184-1
sw2340A-ms98-a-0107,536.747000,537.267000,right,B,b,u-186-1
sw2340A-ms98-a-0109,539.437375,539.807375,that's,B,ba,u-188-1
sw2340A-ms98-a-0109,539.807375,540.067375,good,I,ba,u-188-1
sw2340A-ms98-a-0109,540.067375,540.097375,i,B,sv,u-188-2
sw2340A-ms98-a-0109,540.097375,540.257375,mean,I,sv,u-188-2
sw2340A-ms98-a-0109,540.257375,540.607375,people,I,sv,u-188-2
sw2340A-ms98-a-0109,540.607375,540.677375,are,I,sv,u-188-2
sw2340A-ms98-a-0109,540.677375,540.867375,all,I,sv,u-188-2
sw2340A-ms98-a-0109,540.867375,541.431375,different,I,sv,u-188-2
sw2340A-ms98-a-0110,542.514250,542.694250,i-,O,,
sw2340A-ms98-a-0110,542.694250,542.844250,i,B,sv,u-190-1
sw2340A-ms98-a-0110,542.844250,543.124250,wonder,I,sv,u-190-1
sw2340A-ms98-a-0110,543.124250,543.254250,if,I,sv,u-190-1
sw2340A-ms98-a-0110,543.254250,543.374250,they,I,sv,u-190-1
sw2340A-ms98-a-0110,543.374250,543.574250,should,I,sv,u-190-1
sw2340A-ms98-a-0110,543.574250,543.734250,give,I,sv,u-190-1
sw2340A-ms98-a-0110,543.734250,543.864250,them_1,I,sv,u-190-1
sw2340A-ms98-a-0110,543.864250,543.934250,a,I,sv,u-190-1
sw2340A-ms98-a-0110,543.934250,544.314250,test,I,sv,u-190-1
sw2340A-ms98-a-0110,544.314250,544.404250,or,I,sv,u-190-1
sw2340A-ms98-a-0110,544.404250,544.484250,at,I,sv,u-190-1
sw2340A-ms98-a-0110,544.484250,544.824250,least,I,sv,u-190-1
sw2340A-ms98-a-0110,544.824250,545.231875,maybe,I,sv,u-190-1
sw2340A-ms98-a-0110,545.480375,545.974250,uh,I,sv,u-190-1
sw2340A-ms98-a-0110,545.974250,546.164250,not,I,sv,u-190-1
sw2340A-ms98-a-0110,546.164250,546.314250,take,I,sv,u-190-1
sw2340A-ms98-a-0110,546.314250,546.404250,their,I,sv,u-190-1
sw2340A-ms98-a-0110,546.404250,546.744250,license,I,sv,u-190-1
sw2340A-ms98-a-0110,546.744250,546.984250,maybe,I,sv,u-190-1
sw2340A-ms98-a-0110,546.984250,547.164250,give,I,sv,u-190-1
sw2340A-ms98-a-0110,547.164250,547.274250,them_1,I,sv,u-190-1
sw2340A-ms98-a-0110,547.274250,547.404250,a,I,sv,u-190-1
sw2340A-ms98-a-0110,547.404250,547.904250,refresher,I,sv,u-190-1
sw2340A-ms98-a-0110,547.904250,548.464250,driving,I,sv,u-190-1
sw2340A-ms98-a-0110,548.464250,548.874250,course,I,sv,u-190-1
sw2340A-ms98-a-0110,548.874250,549.004250,and,I,sv,u-190-1
sw2340A-ms98-a-0110,549.004250,549.254250,just,I,sv,u-190-1
sw2340A-ms98-a-0110,549.254250,549.439750,to,I,sv,u-190-1
sw2340A-ms98-a-0110,549.842750,550.051250,just,I,sv,u-190-1
sw2340A-ms98-a-0110,550.051250,550.175500,to,I,sv,u-190-1
sw2340A-ms98-a-0110,550.175500,550.394250,see,I,sv,u-190-1
sw2340A-ms98-a-0110,550.394250,550.564250,how,I,sv,u-190-1
sw2340A-ms98-a-0110,550.564250,550.794250,well,I,sv,u-190-1
sw2340A-ms98-a-0110,550.794250,550.904250,they,I,sv,u-190-1
sw2340A-ms98-a-0110,550.904250,551.134250,are,I,sv,u-190-1
sw2340A-ms98-a-0110,551.134250,551.404250,every,I,sv,u-190-1
sw2340A-ms98-a-0110,551.404250,551.754250,five,I,sv,u-190-1
sw2340A-ms98-a-0110,551.754250,552.292125,years,I,sv,u-190-1
sw2340A-ms98-a-0111,553.709500,553.859500,are,B,qy,u-192-1
sw2340A-ms98-a-0111,553.859500,553.959500,they,I,qy,u-192-1
sw2340A-ms98-a-0111,553.959500,554.189500,doing,I,qy,u-192-1
sw2340A-ms98-a-0111,554.189500,554.329500,it,I,qy,u-192-1
sw2340A-ms98-a-0113,568.683375,569.244625,yeah,B,b,u-194-1
sw2340A-ms98-a-0114,570.199500,570.309500,well,B,sv,u-196-1
sw2340A-ms98-a-0114,570.309500,570.639500,everybody,I,sv,u-196-1
sw2340A-ms98-a-0114,570.639500,570.889500,needs,I,sv,u-196-1
sw2340A-ms98-a-0114,570.889500,571.439500,retraining,I,sv,u-196-1
sw2340A-ms98-a-0114,571.439500,571.539500,it,B,sv,u-196-2
sw2340A-ms98-a-0114,571.539500,571.859500,doesn't,I,sv,u-196-2
sw2340A-ms98-a-0114,571.859500,572.229500,hurt,I,sv,u-196-2
sw2340A-ms98-a-0114,572.229500,572.669625,uh,I,sv,u-196-2
sw2340A-ms98-a-0115,573.599250,573.769250,you,B,+,u-198-1
sw2340A-ms98-a-0115,573.769250,573.931875,know,I,+,u-198-1
sw2340A-ms98-a-0115,573.931875,574.167125,[vocalized-noise],O,,
sw2340A-ms98-a-0115,574.167125,574.419250,best,B,sv,u-198-2
sw2340A-ms98-a-0115,574.419250,574.789250,football,I,sv,u-198-2
sw2340A-ms98-a-0115,574.789250,575.159250,players,I,sv,u-198-2
sw2340A-ms98-a-0115,575.159250,575.279250,and,I,sv,u-198-2
sw2340A-ms98-a-0115,575.279250,575.429250,all,I,sv,u-198-2
sw2340A-ms98-a-0115,575.429250,575.589250,the,I,sv,u-198-2
sw2340A-ms98-a-0115,575.589250,575.829250,opera,I,sv,u-198-2
sw2340A-ms98-a-0115,575.829250,576.139250,singers,I,sv,u-198-2
sw2340A-ms98-a-0115,576.139250,576.339250,still,I,sv,u-198-2
sw2340A-ms98-a-0115,576.339250,576.469250,have,I,sv,u-198-2
sw2340A-ms98-a-0115,576.469250,576.919250,coaches,I,sv,u-198-2
sw2340A-ms98-a-0115,576.919250,577.039250,and,B,sv,u-198-3
sw2340A-ms98-a-0115,577.039250,577.069250,i,I,sv,u-198-3
sw2340A-ms98-a-0115,577.069250,577.239250,don't,I,sv,u-198-3
sw2340A-ms98-a-0115,577.239250,577.329250,know,I,sv,u-198-3
sw2340A-ms98-a-0115,577.329250,577.599250,why,I,sv,u-198-3
sw2340A-ms98-a-0115,577.599250,577.779250,you,I,sv,u-198-3
sw2340A-ms98-a-0115,577.779250,578.251875,couldn't,I,sv,u-198-3
sw2340A-ms98-a-0116,578.744625,579.024625,after,I,sv,u-198-3
sw2340A-ms98-a-0116,579.024625,579.344625,sixty,I,sv,u-198-3
sw2340A-ms98-a-0116,579.344625,579.654625,five,I,sv,u-198-3
sw2340A-ms98-a-0116,579.654625,579.874625,every,I,sv,u-198-3
sw2340A-ms98-a-0116,579.874625,580.194625,five,I,sv,u-198-3
sw2340A-ms98-a-0116,580.194625,580.594625,years,I,sv,u-198-3
sw2340A-ms98-a-0116,580.594625,581.084625,have,I,sv,u-198-3
sw2340A-ms98-a-0116,581.084625,581.174625,a,I,sv,u-198-3
sw2340A-ms98-a-0116,581.174625,581.624625,refresher,I,sv,u-198-3
sw2340A-ms98-a-0116,581.624625,581.994625,course,I,sv,u-198-3
sw2340A-ms98-a-0116,581.994625,582.084625,and,I,sv,u-198-3
sw2340A-ms98-a-0116,582.084625,582.214625,then,I,sv,u-198-3
sw2340A-ms98-a-0116,582.214625,582.434625,take,I,sv,u-198-3
sw2340A-ms98-a-0116,582.434625,582.977875,another,I,sv,u-198-3
sw2340A-ms98-a-0116,583.516500,583.944625,driving,I,sv,u-198-3
sw2340A-ms98-a-0116,583.944625,584.094625,it,B,sv,u-200-1
sw2340A-ms98-a-0116,584.094625,584.184625,would,I,sv,u-200-1
sw2340A-ms98-a-0116,584.184625,584.274625,it,I,sv,u-200-1
sw2340A-ms98-a-0116,584.274625,584.424625,would,I,sv,u-200-1
sw2340A-ms98-a-0116,584.424625,585.026875,sure,I,sv,u-200-1
sw2340A-ms98-a-0116,585.452500,585.534625,the,I,sv,u-200-1
sw2340A-ms98-a-0116,585.534625,585.864625,insurance,I,sv,u-200-1
sw2340A-ms98-a-0116,585.864625,586.284625,companies,I,sv,u-200-1
sw2340A-ms98-a-0116,586.284625,586.414625,would,I,sv,u-200-1
sw2340A-ms98-a-0116,586.414625,586.544625,would,I,sv,u-200-1
sw2340A-ms98-a-0116,586.544625,586.834625,probably,I,sv,u-200-1
sw2340A-ms98-a-0116,586.834625,587.044625,help,I,sv,u-200-1
sw2340A-ms98-a-0116,587.044625,587.264625,pay,I,sv,u-200-1
sw2340A-ms98-a-0116,587.264625,587.404625,for,I,sv,u-200-1
sw2340A-ms98-a-0116,587.404625,587.604625,some,I,sv,u-200-1
sw2340A-ms98-a-0116,587.604625,587.664625,of,I,sv,u-200-1
sw2340A-ms98-a-0116,587.664625,587.854625,that,I,sv,u-200-1
sw2340A-ms98-a-0116,587.854625,587.934625,you,I,sv,u-200-1
sw2340A-ms98-a-0116,587.934625,588.175875,know,I,sv,u-200-1
sw2340A-ms98-a-0118,591.580000,592.080000,right,B,aa,u-202-1
sw2340A-ms98-a-0118,592.080000,592.210000,there,B,ba,u-202-2
sw2340A-ms98-a-0118,592.210000,592.400000,you,I,ba,u-202-2
sw2340A-ms98-a-0118,592.400000,592.680000,go,I,ba,u-202-2
sw2340A-ms98-a-0118,592.680000,592.910000,there's,B,ba,u-202-3
sw2340A-ms98-a-0118,592.910000,592.970000,a,I,ba,u-202-3
sw2340A-ms98-a-0118,592.970000,593.130000,good,I,ba,u-202-3
sw2340A-ms98-a-0118,593.130000,593.470000,point,I,ba,u-202-3
sw2340A-ms98-a-0118,593.470000,593.720000,very,B,ba,u-204-1
sw2340A-ms98-a-0118,593.720000,593.850000,good,I,ba,u-204-1
sw2340A-ms98-a-0118,593.850000,594.403375,point,I,ba,u-204-1
sw2340A-ms98-a-0119,595.184875,595.444875,very,B,ba^r,u-204-2
sw2340A-ms98-a-0119,595.444875,595.624875,good,I,ba^r,u-204-2
sw2340A-ms98-a-0119,595.624875,595.994875,point,I,ba^r,u-204-2
sw2340A-ms98-a-0119,596.614875,596.724875,but,B,sv,u-204-3
sw2340A-ms98-a-0119,596.724875,596.804875,i,I,sv,u-204-3
sw2340A-ms98-a-0119,596.804875,597.074875,think,I,sv,u-204-3
sw2340A-ms98-a-0119,597.074875,597.174875,they,I,sv,u-204-3
sw2340A-ms98-a-0119,597.174875,597.432250,nee[d]-,I,sv,u-204-3
sw2340A-ms98-a-0119,597.432250,597.767500,[vocalized-noise],I,sv,u-204-3
sw2340A-ms98-a-0119,597.767500,598.044875,should,I,sv,u-204-3
sw2340A-ms98-a-0119,598.044875,598.144875,do,I,sv,u-204-3
sw2340A-ms98-a-0119,598.144875,598.454875,that,I,sv,u-204-3
sw2340A-ms98-a-0119,598.454875,598.854875,and,B,%,u-204-4
sw2340A-ms98-a-0119,598.854875,599.184875,then,I,%,u-204-4
sw2340A-ms98-a-0119,599.184875,599.374875,the,I,%,u-204-4
sw2340A-ms98-a-0119,599.374875,599.844875,families,I,%,u-204-4
sw2340A-ms98-a-0119,599.844875,599.934875,will,O,,
sw2340A-ms98-a-0119,599.934875,600.064875,have,O,,
sw2340A-ms98-a-0119,600.064875,600.154875,said,O,,
