sw2598A-ms98-a-0003,2.334375,2.705000,yeah,B,aa,u-2-1
sw2598A-ms98-a-0108,473.468750,473.738750,part,I,sd,u-146-2
sw2598A-ms98-a-0108,473.738750,474.208750,two,I,sd,u-146-2
sw2598A-ms98-a-0108,474.208750,474.358750,although,I,sd,u-146-2
sw2598A-ms98-a-0108,474.358750,474.488750,she,I,sd,u-146-2
sw2598A-ms98-a-0108,474.488750,474.618750,saw,I,sd,u-146-2
sw2598A-ms98-a-0108,474.618750,474.728750,them,I,sd,u-146-2
sw2598A-ms98-a-0108,474.728750,474.968750,years,I,sd,u-146-2
sw2598A-ms98-a-0108,474.968750,475.296375,ago,I,sd,u-146-2
sw2598A-ms98-a-0108,475.578875,475.718750,but,B,sd,u-148-1
sw2598A-ms98-a-0108,475.718750,475.828750,i've,I,sd,u-148-1
sw2598A-ms98-a-0108,475.828750,476.068750,never,I,sd,u-148-1
sw2598A-ms98-a-0108,476.068750,476.611875,seen,I,sd,u-148-1
sw2598A-ms98-a-0108,476.611875,476.848750,either,I,sd,u-148-1
sw2598A-ms98-a-0108,476.848750,476.908750,of,I,sd,u-148-1
sw2598A-ms98-a-0108,476.908750,476.968750,the,I,sd,u-148-1
sw2598A-ms98-a-0108,476.968750,477.445375,first,I,sd,u-148-1
sw2598A-ms98-a-0108,477.445375,477.638750,you,I,sd,u-148-1
sw2598A-ms98-a-0108,477.638750,477.786500,know,I,sd,u-148-1
sw2598A-ms98-a-0109,477.996000,478.143750,of,I,sd,u-148-1
sw2598A-ms98-a-0109,478.143750,478.293750,the,I,sd,u-148-1
sw2598A-ms98-a-0109,478.293750,478.512375,of,I,sd,u-148-1
sw2598A-ms98-a-0109,478.512375,478.706375,the,I,sd,u-148-1
sw2598A-ms98-a-0109,478.706375,479.053750,Godfather,I,sd,u-148-1
sw2598A-ms98-a-0109,479.053750,479.353750,movies,I,sd,u-148-1
sw2598A-ms98-a-0109,479.353750,479.663750,so,B,sd,u-148-2
sw2598A-ms98-a-0109,479.663750,479.753750,we're,I,sd,u-148-2
sw2598A-ms98-a-0109,479.753750,480.513750,probably,I,sd,u-148-2
sw2598A-ms98-a-0109,480.513750,480.633750,going,I,sd,u-148-2
sw2598A-ms98-a-0109,480.633750,480.753750,to,I,sd,u-148-2
sw2598A-ms98-a-0109,480.753750,480.923750,like,I,sd,u-148-2
sw2598A-ms98-a-0109,480.923750,481.163750,rent,I,sd,u-148-2
sw2598A-ms98-a-0109,481.163750,481.393750,those,I,sd,u-148-2
sw2598A-ms98-a-0109,481.393750,481.563750,some,I,sd,u-148-2
sw2598A-ms98-a-0109,481.563750,481.793750,time,I,sd,u-148-2
sw2598A-ms98-a-0109,481.793750,481.883750,and,I,sd,u-148-2
sw2598A-ms98-a-0109,481.883750,481.973750,then,I,sd,u-148-2
sw2598A-ms98-a-0109,481.973750,482.113750,try,I,sd,u-148-2
sw2598A-ms98-a-0109,482.113750,482.233750,to,I,sd,u-148-2
sw2598A-ms98-a-0109,482.233750,482.373750,see,I,sd,u-148-2
sw2598A-ms98-a-0109,482.373750,482.803750,Godfather,I,sd,u-148-2
sw2598A-ms98-a-0109,482.803750,483.013750,Part,I,sd,u-148-2
sw2598A-ms98-a-0109,483.013750,483.213750,Three,I,sd,u-148-2
sw2598A-ms98-a-0109,483.213750,483.719250,somewhere,I,sd,u-148-2
sw2598A-ms98-a-0111,486.486750,487.057125,yeah,B,b,u-150-1
sw2598A-ms98-a-0113,491.277125,491.482375,oh,B,b,u-152-1
sw2598A-ms98-a-0113,491.482375,491.664125,okay,I,b,u-152-1
sw2598A-ms98-a-0113,491.664125,491.752125,i,B,sd,u-152-2
sw2598A-ms98-a-0113,491.752125,492.152250,haven't,I,sd,u-152-2
sw2598A-ms98-a-0114,492.840375,493.130375,never,B,+,u-154-1
sw2598A-ms98-a-0114,493.130375,493.300375,read,I,+,u-154-1
sw2598A-ms98-a-0114,493.300375,493.600625,it,I,+,u-154-1
sw2598A-ms98-a-0116,500.944375,501.313750,uh-huh,B,b,u-156-1
sw2598A-ms98-a-0117,502.455375,502.595375,we,B,sd,u-156-2
sw2598A-ms98-a-0117,502.595375,502.815375,just,I,sd,u-156-2
sw2598A-ms98-a-0117,502.815375,503.185375,rented,I,sd,u-156-2
sw2598A-ms98-a-0117,503.185375,503.562250,um,I,sd,u-156-2
sw2598A-ms98-a-0117,503.562250,503.715375,a,I,sd,u-156-2
sw2598A-ms98-a-0117,503.715375,503.885375,couple,I,sd,u-156-2
sw2598A-ms98-a-0117,503.885375,504.065375,weeks,I,sd,u-156-2
sw2598A-ms98-a-0117,504.065375,504.165375,ago,I,sd,u-156-2
sw2598A-ms98-a-0117,504.165375,504.195375,a,I,sd,u-156-2
sw2598A-ms98-a-0117,504.195375,504.415375,movie,I,sd,u-156-2
sw2598A-ms98-a-0117,504.415375,504.615375,called,I,sd,u-156-2
sw2598A-ms98-a-0117,504.615375,504.675375,The,I,sd,u-156-2
sw2598A-ms98-a-0117,504.675375,505.480000,Freshmen,I,sd,u-156-2
sw2598A-ms98-a-0117,505.480000,505.886125,with,B,%,u-156-3
sw2598A-ms98-a-0117,505.886125,506.439875,um,I,%,u-156-3
sw2598A-ms98-a-0117,506.439875,506.775375,it's,B,sd,u-156-4
sw2598A-ms98-a-0117,506.775375,506.975375,got,I,sd,u-156-4
sw2598A-ms98-a-0117,506.975375,507.295375,Matthew,I,sd,u-156-4
sw2598A-ms98-a-0117,507.295375,507.825375,Broderick,I,sd,u-156-4
sw2598A-ms98-a-0117,507.825375,507.965375,in,I,sd,u-156-4
sw2598A-ms98-a-0117,507.965375,508.197125,it,I,sd,u-156-4
sw2598A-ms98-a-0117,508.197125,508.725375,and,I,sd,u-156-4
sw2598A-ms98-a-0117,508.725375,509.290125,um,I,sd,u-156-4
sw2598A-ms98-a-0117,509.772250,510.005375,uh,I,sd,u-156-4
sw2598A-ms98-a-0117,510.005375,510.375375,Marlon,I,sd,u-156-4
sw2598A-ms98-a-0117,510.375375,510.973375,Brando,I,sd,u-156-4
sw2598A-ms98-a-0117,511.131500,511.325375,And,B,sd,u-156-5
sw2598A-ms98-a-0117,511.325375,511.815375,Brando,I,sd,u-156-5
sw2598A-ms98-a-0117,511.815375,512.316625,like,I,sd,u-156-5
sw2598A-ms98-a-0117,512.591625,512.945375,does,I,sd,u-156-5
sw2598A-ms98-a-0117,512.945375,513.005375,a,I,sd,u-156-5
sw2598A-ms98-a-0117,513.005375,513.635375,parody,I,sd,u-156-5
sw2598A-ms98-a-0117,513.635375,513.855375,of,I,sd,u-156-5
sw2598A-ms98-a-0117,513.855375,513.925375,the,I,sd,u-156-5
sw2598A-ms98-a-0117,513.925375,514.335375,character,I,sd,u-156-5
sw2598A-ms98-a-0117,514.335375,514.505375,he,I,sd,u-156-5
sw2598A-ms98-a-0117,514.505375,514.955375,played,I,sd,u-156-5
sw2598A-ms98-a-0117,514.955375,515.355375,in,I,sd,u-156-5
sw2598A-ms98-a-0117,515.355375,515.415375,The,I,sd,u-156-5
sw2598A-ms98-a-0117,515.415375,516.092750,Godfather,I,sd,u-156-5
sw2598A-ms98-a-0118,517.169875,517.599875,um,B,ny,u-158-1
sw2598A-ms98-a-0118,517.599875,517.779875,yeah,I,ny,u-158-1
sw2598A-ms98-a-0118,517.779875,517.929875,it's,B,sd^e,u-158-2
sw2598A-ms98-a-0118,517.929875,518.240375,it's,I,sd^e,u-158-2
sw2598A-ms98-a-0118,518.240375,518.479875,one,I,sd^e,u-158-2
sw2598A-ms98-a-0118,518.479875,518.539875,of,I,sd^e,u-158-2
sw2598A-ms98-a-0118,518.539875,518.599875,the,I,sd^e,u-158-2
sw2598A-ms98-a-0118,518.599875,518.879875,reasons,I,sd^e,u-158-2
sw2598A-ms98-a-0118,518.879875,519.089875,why,I,sd^e,u-158-2
sw2598A-ms98-a-0118,519.089875,519.279875,you,I,sd^e,u-158-2
sw2598A-ms98-a-0118,519.279875,519.339875,know,I,sd^e,u-158-2
sw2598A-ms98-a-0118,519.339875,519.399875,The,I,sd^e,u-158-2
sw2598A-ms98-a-0118,519.399875,519.889875,Godfather's,I,sd^e,u-158-2
sw2598A-ms98-a-0118,519.889875,520.019875,been,I,sd^e,u-158-2
sw2598A-ms98-a-0118,520.019875,520.139875,on,I,sd^e,u-158-2
sw2598A-ms98-a-0118,520.139875,520.209875,our,I,sd^e,u-158-2
sw2598A-ms98-a-0118,520.209875,520.549875,minds,I,sd^e,u-158-2
sw2598A-ms98-a-0118,520.549875,521.063000,lately,I,sd^e,u-158-2
sw2598A-ms98-a-0118,521.063000,521.525625,um,B,sd,u-158-3
sw2598A-ms98-a-0118,522.011500,522.419875,but,I,sd,u-158-3
sw2598A-ms98-a-0118,522.419875,522.991000,uh,I,sd,u-158-3
sw2598A-ms98-a-0118,522.991000,523.189875,there's,B,+,u-160-1
sw2598A-ms98-a-0118,523.189875,523.239875,a,I,+,u-160-1
sw2598A-ms98-a-0118,523.239875,523.419875,bunch,I,+,u-160-1
sw2598A-ms98-a-0118,523.419875,523.479875,of,I,+,u-160-1
sw2598A-ms98-a-0118,523.479875,523.889875,scenes,I,+,u-160-1
sw2598A-ms98-a-0118,523.889875,524.601125,from,I,+,u-160-1
sw2598A-ms98-a-0118,524.601125,525.316125,uh,I,+,u-160-1
sw2598A-ms98-a-0119,526.842375,527.373500,uh,I,+,u-160-1
sw2598A-ms98-a-0119,527.373500,527.758250,from,I,+,u-160-1
sw2598A-ms98-a-0119,527.758250,527.818250,The,I,+,u-160-1
sw2598A-ms98-a-0119,527.818250,528.418250,Godfather,I,+,u-160-1
sw2598A-ms98-a-0119,528.418250,528.598250,that's,I,+,u-160-1
sw2598A-ms98-a-0119,528.598250,528.728250,used,I,+,u-160-1
sw2598A-ms98-a-0119,528.728250,528.878250,because,I,+,u-160-1
sw2598A-ms98-a-0119,528.878250,529.088250,Matthew,I,+,u-160-1
sw2598A-ms98-a-0119,529.088250,529.438250,Broderick's,I,+,u-160-1
sw2598A-ms98-a-0119,529.438250,529.588250,going,I,+,u-160-1
sw2598A-ms98-a-0119,529.588250,529.668250,to,I,+,u-160-1
sw2598A-ms98-a-0119,529.668250,529.918250,film,I,+,u-160-1
sw2598A-ms98-a-0119,529.918250,530.349000,school,I,+,u-160-1
sw2598A-ms98-a-0119,530.944000,531.368250,and,B,sd,u-160-2
sw2598A-ms98-a-0119,531.368250,531.888750,uh,I,sd,u-160-2
sw2598A-ms98-a-0119,531.888750,532.138250,in,I,sd,u-160-2
sw2598A-ms98-a-0119,532.138250,532.238250,his,I,sd,u-160-2
sw2598A-ms98-a-0119,532.238250,532.678250,classes,I,sd,u-160-2
sw2598A-ms98-a-0119,532.678250,532.778250,they're,I,sd,u-160-2
sw2598A-ms98-a-0119,532.778250,533.138250,using,I,sd,u-160-2
sw2598A-ms98-a-0119,533.138250,533.358250,there's,I,sd,u-160-2
sw2598A-ms98-a-0119,533.358250,533.428250,a,I,sd,u-160-2
sw2598A-ms98-a-0119,533.428250,533.678250,bun[ch]-,I,sd,u-160-2
sw2598A-ms98-a-0119,533.678250,533.798250,they're,I,sd,u-160-2
sw2598A-ms98-a-0119,533.798250,533.988250,running,I,sd,u-160-2
sw2598A-ms98-a-0119,533.988250,534.038250,a,I,sd,u-160-2
sw2598A-ms98-a-0119,534.038250,534.188250,bunch,I,sd,u-160-2
sw2598A-ms98-a-0119,534.188250,534.248250,of,I,sd,u-160-2
sw2598A-ms98-a-0119,534.248250,534.488250,scenes,I,sd,u-160-2
sw2598A-ms98-a-0119,534.488250,534.608250,from,I,sd,u-160-2
sw2598A-ms98-a-0119,534.608250,534.668250,The,I,sd,u-160-2
sw2598A-ms98-a-0119,534.668250,535.278250,Godfather,I,sd,u-160-2
sw2598A-ms98-a-0119,535.278250,535.428250,and,B,sd,u-160-3
sw2598A-ms98-a-0119,535.428250,535.648250,then,I,sd,u-160-3
sw2598A-ms98-a-0119,535.648250,535.858250,he's,I,sd,u-160-3
sw2598A-ms98-a-0119,535.858250,536.128250,running,I,sd,u-160-3
sw2598A-ms98-a-0119,536.128250,536.358250,into,I,sd,u-160-3
sw2598A-ms98-a-0119,536.358250,536.718250,Marlon,I,sd,u-160-3
sw2598A-ms98-a-0119,536.718250,537.214125,Brando,I,sd,u-160-3
sw2598A-ms98-a-0119,537.726375,537.868250,who,I,sd,u-160-3
sw2598A-ms98-a-0119,537.868250,537.988250,is,I,sd,u-160-3
sw2598A-ms98-a-0119,537.988250,538.388250,playing,I,sd,u-160-3
sw2598A-ms98-a-0119,538.388250,538.478250,you,I,sd,u-160-3
sw2598A-ms98-a-0119,538.478250,538.598250,know,I,sd,u-160-3
sw2598A-ms98-a-0119,538.598250,538.788250,this,I,sd,u-160-3
sw2598A-ms98-a-0119,538.788250,539.168250,Maf[ia]-,I,sd,u-160-3
sw2598A-ms98-a-0119,539.168250,539.288250,you,I,sd,u-160-3
sw2598A-ms98-a-0119,539.288250,539.368250,know,I,sd,u-160-3
sw2598A-ms98-a-0119,539.368250,539.608250,this,I,sd,u-160-3
sw2598A-ms98-a-0119,539.608250,539.996625,uh,I,sd,u-160-3
sw2598A-ms98-a-0119,539.996625,540.418250,organized,I,sd,u-160-3
sw2598A-ms98-a-0119,540.418250,540.708250,crime,I,sd,u-160-3
sw2598A-ms98-a-0119,540.708250,541.026500,head,I,sd,u-160-3
sw2598A-ms98-a-0120,541.651500,541.971500,so,B,sv,u-162-1
sw2598A-ms98-a-0120,541.971500,542.211500,it's,I,sv,u-162-1
sw2598A-ms98-a-0120,542.211500,542.622250,um,I,sv,u-162-1
sw2598A-ms98-a-0120,542.622250,542.881500,it,I,sv,u-162-1
sw2598A-ms98-a-0120,542.881500,543.121500,was,I,sv,u-162-1
sw2598A-ms98-a-0120,543.121500,543.191500,it,I,sv,u-162-1
sw2598A-ms98-a-0120,543.191500,543.291500,was,I,sv,u-162-1
sw2598A-ms98-a-0120,543.291500,543.341500,a,I,sv,u-162-1
sw2598A-ms98-a-0120,543.341500,543.511500,fun,I,sv,u-162-1
sw2598A-ms98-a-0120,543.511500,543.836250,movie,I,sv,u-162-1
sw2598A-ms98-a-0120,543.836250,544.286875,[laughter],O,,
sw2598A-ms98-a-0122,546.740875,547.802375,[vocalized-noise],O,,
sw2598A-ms98-a-0124,550.055875,550.165875,i,B,sd,u-166-1
sw2598A-ms98-a-0124,550.165875,550.570875,liked,I,sd,u-166-1
sw2598A-ms98-a-0124,550.570875,551.631875,Rainman,I,sd,u-166-1
sw2598A-ms98-a-0124,551.631875,551.759750,i,B,sd,u-166-2
sw2598A-ms98-a-0124,551.759750,551.979750,thought,I,sd,u-166-2
sw2598A-ms98-a-0124,551.979750,552.251875,i,I,sd,u-166-2
sw2598A-ms98-a-0124,552.251875,552.499750,thought,I,sd,u-166-2
sw2598A-ms98-a-0124,552.499750,552.559750,it,I,sd,u-166-2
sw2598A-ms98-a-0124,552.559750,552.659750,was,I,sd,u-166-2
sw2598A-ms98-a-0124,552.659750,553.069750,interesting,I,sd,u-166-2
sw2598A-ms98-a-0124,553.069750,553.159750,that,I,sd,u-166-2
sw2598A-ms98-a-0124,553.159750,553.219750,he,I,sd,u-166-2
sw2598A-ms98-a-0124,553.219750,553.339750,was,I,sd,u-166-2
sw2598A-ms98-a-0124,553.339750,553.589750,doing,I,sd,u-166-2
sw2598A-ms98-a-0124,553.589750,553.900000,some[thing]-,O,,
sw2598A-ms98-a-0126,555.880375,556.010000,yeah,B,b,u-168-1
sw2598A-ms98-a-0126,556.010000,556.270000,well,B,%,u-168-2
sw2598A-ms98-a-0126,556.270000,556.510000,i'm,I,%,u-168-2
sw2598A-ms98-a-0126,556.510000,556.670000,being,B,sd,u-168-3
sw2598A-ms98-a-0126,556.670000,556.840000,from,I,sd,u-168-3
sw2598A-ms98-a-0126,556.840000,557.260000,Baltimore,I,sd,u-168-3
sw2598A-ms98-a-0126,557.260000,557.340000,of,I,sd,u-168-3
sw2598A-ms98-a-0126,557.340000,557.570000,course,I,sd,u-168-3
sw2598A-ms98-a-0126,557.570000,557.640000,i'm,I,sd,u-168-3
sw2598A-ms98-a-0126,557.640000,557.720000,a,I,sd,u-168-3
sw2598A-ms98-a-0126,557.720000,557.910000,big,I,sd,u-168-3
sw2598A-ms98-a-0126,557.910000,558.090000,Barry,I,sd,u-168-3
sw2598A-ms98-a-0126,558.090000,558.540000,Levinson,I,sd,u-168-3
sw2598A-ms98-a-0126,558.540000,558.820000,fan,I,sd,u-168-3
sw2598A-ms98-a-0126,558.820000,559.530000,since,I,sd,u-168-3
sw2598A-ms98-a-0126,559.530000,559.857125,uh,I,sd,u-168-3
sw2598A-ms98-a-0126,559.857125,560.232000,he,I,sd,u-168-3
sw2598A-ms98-a-0126,560.232000,560.810000,he's,I,sd,u-168-3
sw2598A-ms98-a-0126,560.810000,560.930000,you,I,sd,u-168-3
sw2598A-ms98-a-0126,560.930000,560.990000,know,I,sd,u-168-3
sw2598A-ms98-a-0126,560.990000,561.170000,he's,I,sd,u-168-3
sw2598A-ms98-a-0126,561.170000,561.290000,done,I,sd,u-168-3
sw2598A-ms98-a-0126,561.290000,561.340000,a,I,sd,u-168-3
sw2598A-ms98-a-0126,561.340000,561.520000,bunch,I,sd,u-168-3
sw2598A-ms98-a-0126,561.520000,561.580000,of,I,sd,u-168-3
sw2598A-ms98-a-0126,561.580000,561.920000,Baltimore,I,sd,u-168-3
sw2598A-ms98-a-0126,561.920000,562.453125,movies,I,sd,u-168-3
sw2598A-ms98-a-0127,562.754250,563.237125,um,B,%,u-170-1
sw2598A-ms98-a-0127,563.522625,563.593875,n[o]-,O,,
sw2598A-ms98-a-0127,563.593875,563.623875,i,O,,
sw2598A-ms98-a-0127,563.623875,563.823875,don't,O,,
sw2598A-ms98-a-0127,563.823875,563.993875,Barry,B,sd,u-170-2
sw2598A-ms98-a-0127,563.993875,564.353875,Levinson,I,sd,u-170-2
sw2598A-ms98-a-0127,564.353875,564.583875,did,I,sd,u-170-2
sw2598A-ms98-a-0127,564.583875,564.990000,um,I,sd,u-170-2
sw2598A-ms98-a-0127,565.359125,566.010375,Diner,I,sd,u-170-2
sw2598A-ms98-a-0127,566.341875,566.753875,and,I,sd,u-170-2
sw2598A-ms98-a-0127,566.753875,567.322000,Tinman,I,sd,u-170-2
sw2598A-ms98-a-0127,567.322000,567.623875,and,I,sd,u-170-2
sw2598A-ms98-a-0127,567.623875,568.103875,Avalon,I,sd,u-170-2
sw2598A-ms98-a-0127,568.103875,568.273875,which,I,sd,u-170-2
sw2598A-ms98-a-0127,568.273875,568.343875,are,I,sd,u-170-2
sw2598A-ms98-a-0127,568.343875,568.473875,all,I,sd,u-170-2
sw2598A-ms98-a-0127,568.473875,568.663875,set,I,sd,u-170-2
sw2598A-ms98-a-0127,568.663875,568.753875,in,I,sd,u-170-2
sw2598A-ms98-a-0127,568.753875,569.334125,Baltimore,I,sd,u-170-2
sw2598A-ms98-a-0129,576.438625,576.911875,uh-huh,B,b,u-172-1
sw2598A-ms98-a-0131,580.223375,580.494375,yeah,O,,
sw2598A-ms98-a-0131,580.863375,581.129125,well,O,,
sw2598A-ms98-a-0133,584.121500,584.416500,ye[ah]-,O,,
sw2598A-ms98-a-0133,584.416500,584.611500,of,B,sv,u-176-2
sw2598A-ms98-a-0133,584.611500,584.701500,the,I,sv,u-176-2
sw2598A-ms98-a-0133,584.701500,584.961500,three,I,sv,u-176-2
sw2598A-ms98-a-0133,584.961500,585.031500,of,I,sv,u-176-2
sw2598A-ms98-a-0133,585.031500,585.201500,those,I,sv,u-176-2
sw2598A-ms98-a-0133,585.201500,585.751500,Diner's,I,sv,u-176-2
sw2598A-ms98-a-0133,585.751500,586.141500,probably,I,sv,u-176-2
sw2598A-ms98-a-0133,586.141500,586.241500,the,I,sv,u-176-2
sw2598A-ms98-a-0133,586.241500,586.949875,best,I,sv,u-176-2
sw2598A-ms98-a-0133,586.949875,587.071500,i,B,sv,u-176-3
sw2598A-ms98-a-0133,587.071500,587.191500,mean,I,sv,u-176-3
sw2598A-ms98-a-0133,587.191500,587.421500,they're,I,sv,u-176-3
sw2598A-ms98-a-0133,587.421500,587.571500,they're,I,sv,u-176-3
sw2598A-ms98-a-0133,587.571500,588.001500,all,I,sv,u-176-3
sw2598A-ms98-a-0133,588.001500,588.251500,pretty,I,sv,u-176-3
sw2598A-ms98-a-0133,588.251500,588.471500,good,I,sv,u-176-3
sw2598A-ms98-a-0133,588.471500,588.591500,but,B,sv,u-176-4
sw2598A-ms98-a-0133,588.591500,589.011500,Diner,I,sv,u-176-4
sw2598A-ms98-a-0133,589.011500,589.381500,is,I,sv,u-176-4
sw2598A-ms98-a-0133,589.381500,589.661500,really,I,sv,u-176-4
sw2598A-ms98-a-0133,589.661500,589.961500,worth,I,sv,u-176-4
sw2598A-ms98-a-0133,589.961500,590.251500,seeing,I,sv,u-176-4
sw2598A-ms98-a-0134,591.827125,592.190250,uh,B,na,u-178-1
sw2598A-ms98-a-0134,592.190250,592.390250,late,I,na,u-178-1
sw2598A-ms98-a-0134,592.390250,592.750250,fifties,I,na,u-178-1
sw2598A-ms98-a-0134,592.750250,593.194250,yeah,B,ny,u-178-2
sw2598A-ms98-a-0135,593.973000,594.238250,[vocalized-noise],O,,
sw2598A-ms98-a-0136,595.255250,595.823625,okay,B,b,u-180-1
sw2598A-ms98-a-0136,596.499750,597.127375,and,B,%,u-180-2
sw2598A-ms98-a-0136,597.127375,597.586250,uh,I,%,u-180-2
sw2598A-ms98-a-0136,598.229750,598.626625,yeah,O,,
