sw2051B-ms98-a-0002,4.965875,5.350125,right,B,aa,u-2-1
sw2051B-ms98-a-0176,556.169625,556.289625,they,I,sv,u-114-1
sw2051B-ms98-a-0176,556.289625,556.519625,did,I,sv,u-114-1
sw2051B-ms98-a-0176,556.519625,556.639625,when,I,sv,u-114-1
sw2051B-ms98-a-0176,556.639625,556.769625,they,I,sv,u-114-1
sw2051B-ms98-a-0176,556.769625,556.909625,were,I,sv,u-114-1
sw2051B-ms98-a-0176,556.909625,557.546125,eighteen,I,sv,u-114-1
sw2051B-ms98-a-0177,558.469375,558.825500,and,B,sd,u-116-1
sw2051B-ms98-a-0177,559.195000,559.311750,the,I,sd,u-116-1
sw2051B-ms98-a-0177,559.311750,559.976250,company,I,sd,u-116-1
sw2051B-ms98-a-0177,560.545000,560.779375,took,I,sd,u-116-1
sw2051B-ms98-a-0177,560.779375,560.850375,it,I,sd,u-116-1
sw2051B-ms98-a-0177,560.850375,561.209375,upon,I,sd,u-116-1
sw2051B-ms98-a-0177,561.209375,561.758500,itself,I,sd,u-116-1
sw2051B-ms98-a-0177,561.905875,562.015125,to,I,sd,u-116-1
sw2051B-ms98-a-0177,562.015125,562.719375,find,I,sd,u-116-1
sw2051B-ms98-a-0177,562.719375,562.769375,a,I,sd,u-116-1
sw2051B-ms98-a-0177,562.769375,563.559375,position,I,sd,u-116-1
sw2051B-ms98-a-0177,563.559375,563.689375,for,I,sd,u-116-1
sw2051B-ms98-a-0177,563.689375,563.963500,these,I,sd,u-116-1
sw2051B-ms98-a-0177,563.963500,564.396125,people,I,sd,u-116-1
sw2051B-ms98-a-0178,565.222750,565.383625,if,B,sd,u-116-2
sw2051B-ms98-a-0178,565.383625,565.543625,they,I,sd,u-116-2
sw2051B-ms98-a-0178,565.543625,565.793625,weren't,I,sd,u-116-2
sw2051B-ms98-a-0178,565.793625,566.093625,fit,I,sd,u-116-2
sw2051B-ms98-a-0178,566.093625,566.243625,for,I,sd,u-116-2
sw2051B-ms98-a-0178,566.243625,566.353625,the,I,sd,u-116-2
sw2051B-ms98-a-0178,566.353625,566.693625,job,I,sd,u-116-2
sw2051B-ms98-a-0178,566.693625,566.833625,they,I,sd,u-116-2
sw2051B-ms98-a-0178,566.833625,566.973625,were,I,sd,u-116-2
sw2051B-ms98-a-0178,566.973625,567.333625,hired,I,sd,u-116-2
sw2051B-ms98-a-0178,567.333625,567.563625,for,I,sd,u-116-2
sw2051B-ms98-a-0178,567.563625,567.683625,they,I,sd,u-116-2
sw2051B-ms98-a-0178,567.683625,567.923625,didn't,I,sd,u-116-2
sw2051B-ms98-a-0178,567.923625,568.183875,just,I,sd,u-116-2
sw2051B-ms98-a-0178,568.183875,568.593625,can,I,sd,u-116-2
sw2051B-ms98-a-0178,568.593625,568.801250,them_1,O,,
sw2051B-ms98-a-0180,570.609375,570.859125,they,B,sd,u-116-3
sw2051B-ms98-a-0180,570.859125,571.172250,made,I,sd,u-116-3
sw2051B-ms98-a-0180,571.172250,571.280750,a,I,sd,u-116-3
sw2051B-ms98-a-0180,571.280750,571.787250,position,I,sd,u-116-3
sw2051B-ms98-a-0180,571.787250,571.957250,for,I,sd,u-116-3
sw2051B-ms98-a-0180,571.957250,572.157250,them_1,I,sd,u-116-3
sw2051B-ms98-a-0180,572.157250,572.427250,some,I,sd,u-116-3
sw2051B-ms98-a-0180,572.427250,572.665375,where,I,sd,u-116-3
sw2051B-ms98-a-0181,573.869750,574.057125,uh,O,,
sw2051B-ms98-a-0181,574.057125,574.130250,you,B,ad,u-118-1
sw2051B-ms98-a-0181,574.130250,574.329750,look,I,ad,u-118-1
sw2051B-ms98-a-0181,574.329750,574.639750,at,I,ad,u-118-1
sw2051B-ms98-a-0181,574.639750,574.859750,uh,I,ad,u-118-1
sw2051B-ms98-a-0181,574.859750,575.299750,Frito,I,ad,u-118-1
sw2051B-ms98-a-0181,575.299750,575.569750,Lay,I,ad,u-118-1
sw2051B-ms98-a-0181,575.569750,575.739750,my,B,sd,u-118-2
sw2051B-ms98-a-0181,575.739750,576.039750,wife,I,sd,u-118-2
sw2051B-ms98-a-0181,576.039750,576.199750,used,I,sd,u-118-2
sw2051B-ms98-a-0181,576.199750,576.269750,to,I,sd,u-118-2
sw2051B-ms98-a-0181,576.269750,576.439750,work,I,sd,u-118-2
sw2051B-ms98-a-0181,576.439750,576.569750,for,I,sd,u-118-2
sw2051B-ms98-a-0181,576.569750,576.909750,Frito,I,sd,u-118-2
sw2051B-ms98-a-0181,576.909750,577.148250,Lay,I,sd,u-118-2
sw2051B-ms98-a-0182,578.543875,578.813875,as,I,sd,u-118-2
sw2051B-ms98-a-0182,578.813875,579.144500,a,I,sd,u-118-2
sw2051B-ms98-a-0182,579.244000,579.792125,typist,I,sd,u-118-2
sw2051B-ms98-a-0183,580.583000,580.693000,you,B,sd,u-118-3
sw2051B-ms98-a-0183,580.693000,581.007000,know,I,sd,u-118-3
sw2051B-ms98-a-0183,581.007000,581.783000,transcribing,I,sd,u-118-3
sw2051B-ms98-a-0183,581.783000,582.143000,stuff,I,sd,u-118-3
sw2051B-ms98-a-0183,582.143000,582.393000,into,I,sd,u-118-3
sw2051B-ms98-a-0183,582.393000,582.517000,the,I,sd,u-118-3
sw2051B-ms98-a-0183,582.517000,582.933000,computer,I,sd,u-118-3
sw2051B-ms98-a-0184,584.238250,584.658000,well,B,sd,u-120-1
sw2051B-ms98-a-0184,584.751750,584.928875,she,I,sd,u-120-1
sw2051B-ms98-a-0184,584.928875,585.068875,can,I,sd,u-120-1
sw2051B-ms98-a-0184,585.068875,585.338875,type,I,sd,u-120-1
sw2051B-ms98-a-0184,585.338875,585.558875,about,I,sd,u-120-1
sw2051B-ms98-a-0184,585.558875,585.668875,one,I,sd,u-120-1
sw2051B-ms98-a-0184,585.668875,585.938875,hundred,I,sd,u-120-1
sw2051B-ms98-a-0184,585.938875,586.038875,and,I,sd,u-120-1
sw2051B-ms98-a-0184,586.038875,586.358875,five,I,sd,u-120-1
sw2051B-ms98-a-0184,586.358875,586.598875,words,I,sd,u-120-1
sw2051B-ms98-a-0184,586.598875,586.658875,per,I,sd,u-120-1
sw2051B-ms98-a-0184,586.658875,586.974750,minute,I,sd,u-120-1
sw2051B-ms98-a-0185,588.029500,588.111625,but,B,sd,u-120-2
sw2051B-ms98-a-0185,588.111625,588.251625,she,I,sd,u-120-2
sw2051B-ms98-a-0185,588.251625,588.441625,don't,I,sd,u-120-2
sw2051B-ms98-a-0185,588.441625,588.661625,like,I,sd,u-120-2
sw2051B-ms98-a-0185,588.661625,588.747250,it,I,sd,u-120-2
sw2051B-ms98-a-0187,591.105875,591.308875,she,B,sd,u-120-3
sw2051B-ms98-a-0187,591.308875,591.500125,she,I,sd,u-120-3
sw2051B-ms98-a-0187,591.500125,591.680875,just,I,sd,u-120-3
sw2051B-ms98-a-0187,591.680875,591.982625,doesn't,I,sd,u-120-3
sw2051B-ms98-a-0187,591.982625,592.122625,like,I,sd,u-120-3
sw2051B-ms98-a-0187,592.122625,592.252625,to,I,sd,u-120-3
sw2051B-ms98-a-0187,592.252625,592.412625,do,I,sd,u-120-3
sw2051B-ms98-a-0187,592.412625,592.552625,that,I,sd,u-120-3
sw2051B-ms98-a-0187,592.552625,592.592625,i,B,sd,u-120-4
sw2051B-ms98-a-0187,592.592625,592.752625,mean,I,sd,u-120-4
sw2051B-ms98-a-0187,592.752625,592.948250,she,I,sd,u-120-4
sw2051B-ms98-a-0187,592.948250,593.381000,will,I,sd,u-120-4
sw2051B-ms98-a-0188,594.488625,594.640375,but,B,sd,u-122-1
sw2051B-ms98-a-0188,595.310875,595.433500,you,I,sd,u-122-1
sw2051B-ms98-a-0188,595.433500,595.513500,know,I,sd,u-122-1
sw2051B-ms98-a-0188,595.513500,595.681125,her,I,sd,u-122-1
sw2051B-ms98-a-0188,595.933500,596.533500,preference,I,sd,u-122-1
sw2051B-ms98-a-0188,596.533500,596.663500,is,I,sd,u-122-1
sw2051B-ms98-a-0188,596.663500,596.823500,to,I,sd,u-122-1
sw2051B-ms98-a-0188,596.823500,597.273500,be,I,sd,u-122-1
sw2051B-ms98-a-0188,597.273500,597.443500,in,I,sd,u-122-1
sw2051B-ms98-a-0188,597.443500,597.573500,an,I,sd,u-122-1
sw2051B-ms98-a-0188,597.573500,597.953500,office,I,sd,u-122-1
sw2051B-ms98-a-0188,597.953500,598.815000,situation,I,sd,u-122-1
sw2051B-ms98-a-0188,599.263375,599.583500,where,I,sd,u-122-1
sw2051B-ms98-a-0188,599.583500,599.761500,her,I,sd,u-122-1
sw2051B-ms98-a-0188,599.847125,600.253500,job,I,sd,u-122-1
sw2051B-ms98-a-0188,600.253500,600.568625,is,I,sd,u-122-1
