sw2603B-ms98-a-0003,20.652125,21.220000,boring,B,^2,u-2-1
sw2603B-ms98-a-0102,533.311750,533.661750,bored,I,sd,u-142-1
sw2603B-ms98-a-0102,533.661750,533.936125,very,I,sd,u-142-1
sw2603B-ms98-a-0102,533.936125,534.427250,easily,I,sd,u-142-1
sw2603B-ms98-a-0103,535.601000,535.921000,uh,B,sv,u-142-2
sw2603B-ms98-a-0103,536.201000,536.291000,the,I,sv,u-142-2
sw2603B-ms98-a-0103,536.291000,536.451000,one,I,sv,u-142-2
sw2603B-ms98-a-0103,536.451000,536.701000,nice,I,sv,u-142-2
sw2603B-ms98-a-0103,536.701000,536.871000,thing,I,sv,u-142-2
sw2603B-ms98-a-0103,536.871000,537.181000,about,I,sv,u-142-2
sw2603B-ms98-a-0103,537.311000,537.371000,the,I,sv,u-142-2
sw2603B-ms98-a-0103,537.371000,538.051000,bicycle,I,sv,u-142-2
sw2603B-ms98-a-0105,540.411250,540.861250,is,I,sv,u-142-2
sw2603B-ms98-a-0105,541.031250,541.221250,you,I,sv,u-142-2
sw2603B-ms98-a-0105,541.221250,541.431250,just,I,sv,u-142-2
sw2603B-ms98-a-0105,541.431250,541.551250,sit,I,sv,u-142-2
sw2603B-ms98-a-0105,541.551250,541.751250,like,B,aa,u-142-3
sw2603B-ms98-a-0105,541.751250,541.811250,you,I,aa,u-142-3
sw2603B-ms98-a-0105,541.811250,542.081250,said,I,aa,u-142-3
sw2603B-ms98-a-0105,542.081250,542.181250,you,I,aa,u-142-3
sw2603B-ms98-a-0105,542.181250,542.321250,can,I,aa,u-142-3
sw2603B-ms98-a-0105,542.321250,542.561250,sit,I,aa,u-142-3
sw2603B-ms98-a-0105,542.561250,542.661250,and,I,aa,u-142-3
sw2603B-ms98-a-0105,542.661250,542.811250,do,I,aa,u-142-3
sw2603B-ms98-a-0105,542.811250,542.931250,it,I,aa,u-142-3
sw2603B-ms98-a-0105,543.071250,543.201250,and,I,aa,u-142-3
sw2603B-ms98-a-0105,543.201250,543.571250,watch,I,aa,u-142-3
sw2603B-ms98-a-0105,543.571250,543.641250,the,I,aa,u-142-3
sw2603B-ms98-a-0105,543.641250,544.151250,TV,I,aa,u-142-3
sw2603B-ms98-a-0105,544.151250,544.251250,and,I,aa,u-142-3
sw2603B-ms98-a-0105,544.251250,544.431250,not,I,aa,u-142-3
sw2603B-ms98-a-0105,544.431250,544.581250,even,I,aa,u-142-3
sw2603B-ms98-a-0105,544.581250,544.761250,really,I,aa,u-142-3
sw2603B-ms98-a-0105,544.761250,544.891250,be,I,aa,u-142-3
sw2603B-ms98-a-0105,544.891250,545.371250,conscious,I,aa,u-142-3
sw2603B-ms98-a-0105,545.371250,545.491250,of,I,aa,u-142-3
sw2603B-ms98-a-0105,545.491250,545.671250,what,I,aa,u-142-3
sw2603B-ms98-a-0105,545.671250,545.731250,you,I,aa,u-142-3
sw2603B-ms98-a-0105,545.731250,545.791250,are,I,aa,u-142-3
sw2603B-ms98-a-0105,545.791250,546.181250,doing,I,aa,u-142-3
sw2603B-ms98-a-0106,547.219375,547.499375,with,B,sd,u-144-1
sw2603B-ms98-a-0106,547.559375,547.649375,the,I,sd,u-144-1
sw2603B-ms98-a-0106,547.649375,548.169375,stepper,I,sd,u-144-1
sw2603B-ms98-a-0106,548.169375,548.409375,you,I,sd,u-144-1
sw2603B-ms98-a-0106,548.409375,548.549375,are,I,sd,u-144-1
sw2603B-ms98-a-0106,548.549375,549.189375,conscious,I,sd,u-144-1
sw2603B-ms98-a-0106,549.189375,549.359375,of,I,sd,u-144-1
sw2603B-ms98-a-0106,549.359375,549.579375,what,I,sd,u-144-1
sw2603B-ms98-a-0106,549.579375,549.649375,you,I,sd,u-144-1
sw2603B-ms98-a-0106,549.649375,549.709375,are,I,sd,u-144-1
sw2603B-ms98-a-0106,549.709375,549.979375,doing,I,sd,u-144-1
sw2603B-ms98-a-0106,549.979375,550.209375,because,I,sd,u-144-1
sw2603B-ms98-a-0106,550.209375,550.299375,you're,I,sd,u-144-1
sw2603B-ms98-a-0106,550.299375,550.719375,basically,I,sd,u-144-1
sw2603B-ms98-a-0106,550.719375,551.179375,watching,I,sd,u-144-1
sw2603B-ms98-a-0106,551.179375,551.369375,each,I,sd,u-144-1
sw2603B-ms98-a-0106,551.369375,551.709375,step,I,sd,u-144-1
sw2603B-ms98-a-0106,551.709375,551.879375,as,I,sd,u-144-1
sw2603B-ms98-a-0106,551.879375,551.989375,it,I,sd,u-144-1
sw2603B-ms98-a-0106,551.989375,552.229375,gets,I,sd,u-144-1
sw2603B-ms98-a-0106,552.229375,552.519375,harder,I,sd,u-144-1
sw2603B-ms98-a-0106,552.519375,552.679375,and,I,sd,u-144-1
sw2603B-ms98-a-0106,552.679375,553.109375,down,I,sd,u-144-1
sw2603B-ms98-a-0107,553.893625,553.993625,so,B,%,u-146-1
sw2603B-ms98-a-0107,553.993625,554.103625,you,I,%,u-146-1
sw2603B-ms98-a-0107,554.103625,554.253625,have,I,%,u-146-1
sw2603B-ms98-a-0107,554.253625,554.293625,a,I,%,u-146-1
sw2603B-ms98-a-0107,554.293625,554.693625,little,I,%,u-146-1
sw2603B-ms98-a-0107,554.693625,554.803625,you,I,%,u-146-1
sw2603B-ms98-a-0107,554.803625,554.913625,know,I,%,u-146-1
sw2603B-ms98-a-0107,555.153625,555.403625,little,I,%,u-146-1
sw2603B-ms98-a-0107,555.603625,555.683625,you,B,sd,u-146-2
sw2603B-ms98-a-0107,555.683625,555.793625,can,I,sd,u-146-2
sw2603B-ms98-a-0107,555.793625,556.253625,program,I,sd,u-146-2
sw2603B-ms98-a-0107,556.253625,556.313625,the,I,sd,u-146-2
sw2603B-ms98-a-0107,556.313625,556.493625,one,I,sd,u-146-2
sw2603B-ms98-a-0107,556.493625,556.613625,at,I,sd,u-146-2
sw2603B-ms98-a-0107,556.743625,557.463625,Cosmopolitan,I,sd,u-146-2
sw2603B-ms98-a-0107,557.463625,557.743625,Lady,I,sd,u-146-2
sw2603B-ms98-a-0107,557.743625,558.043625,so,I,sd,u-146-2
sw2603B-ms98-a-0108,558.970875,559.120875,to,B,+,u-148-1
sw2603B-ms98-a-0108,559.120875,559.320875,what,I,+,u-148-1
sw2603B-ms98-a-0108,559.320875,559.430875,your,I,+,u-148-1
sw2603B-ms98-a-0108,559.430875,559.760875,gear,I,+,u-148-1
sw2603B-ms98-a-0108,559.760875,560.015625,is,I,+,u-148-1
sw2603B-ms98-a-0109,561.131250,561.556250,uh,B,%,u-148-2
sw2603B-ms98-a-0109,561.911250,562.043875,i,I,%,u-148-2
sw2603B-ms98-a-0109,562.397500,562.510500,it,B,sd,u-148-3
sw2603B-ms98-a-0109,562.510500,562.621250,would,I,sd,u-148-3
sw2603B-ms98-a-0109,562.621250,562.911250,depend,I,sd,u-148-3
sw2603B-ms98-a-0109,562.911250,563.031250,upon,I,sd,u-148-3
sw2603B-ms98-a-0109,563.031250,563.241250,which,I,sd,u-148-3
sw2603B-ms98-a-0109,563.241250,563.331250,one,I,sd,u-148-3
sw2603B-ms98-a-0109,563.331250,563.391250,you,I,sd,u-148-3
sw2603B-ms98-a-0109,563.391250,563.651250,want,I,sd,u-148-3
sw2603B-ms98-a-0109,563.895375,564.034750,i,B,sd,u-148-4
sw2603B-ms98-a-0109,564.034750,564.180125,think,I,sd,u-148-4
sw2603B-ms98-a-0109,564.270500,564.571250,now,I,sd,u-148-4
sw2603B-ms98-a-0109,564.571250,564.701250,that,I,sd,u-148-4
sw2603B-ms98-a-0109,564.701250,564.791250,i've,I,sd,u-148-4
sw2603B-ms98-a-0109,564.791250,564.991250,had,I,sd,u-148-4
sw2603B-ms98-a-0109,564.991250,565.051250,the,I,sd,u-148-4
sw2603B-ms98-a-0109,565.051250,565.621250,bicycle,I,sd,u-148-4
sw2603B-ms98-a-0110,566.586750,566.696500,i,B,sd,u-148-5
sw2603B-ms98-a-0110,566.696500,566.826750,would,I,sd,u-148-5
sw2603B-ms98-a-0110,566.826750,566.956750,go,I,sd,u-148-5
sw2603B-ms98-a-0110,566.956750,567.056750,to,I,sd,u-148-5
sw2603B-ms98-a-0110,567.056750,567.166750,the,I,sd,u-148-5
sw2603B-ms98-a-0110,567.166750,567.614750,stepper,I,sd,u-148-5
sw2603B-ms98-a-0111,568.673000,568.926000,but,B,sd,u-148-6
sw2603B-ms98-a-0111,569.619000,569.774000,if,I,sd,u-148-6
sw2603B-ms98-a-0111,569.774000,569.914000,i,I,sd,u-148-6
sw2603B-ms98-a-0111,569.914000,570.004000,were,I,sd,u-148-6
sw2603B-ms98-a-0111,570.004000,570.174000,you,I,sd,u-148-6
sw2603B-ms98-a-0111,570.174000,570.204000,i,I,sd,u-148-6
sw2603B-ms98-a-0111,570.204000,570.374000,would,I,sd,u-148-6
sw2603B-ms98-a-0111,570.374000,570.648000,go,I,sd,u-148-6
sw2603B-ms98-a-0111,570.968125,571.244000,apply,I,sd,u-148-6
sw2603B-ms98-a-0111,571.244000,571.374000,to,I,sd,u-148-6
sw2603B-ms98-a-0111,571.374000,571.544000,either,I,sd,u-148-6
sw2603B-ms98-a-0111,571.544000,571.574000,a,I,sd,u-148-6
sw2603B-ms98-a-0111,571.574000,572.004000,health,I,sd,u-148-6
sw2603B-ms98-a-0111,572.004000,572.324000,club,I,sd,u-148-6
sw2603B-ms98-a-0111,572.324000,572.394000,or,I,sd,u-148-6
sw2603B-ms98-a-0111,572.394000,572.544000,one,I,sd,u-148-6
sw2603B-ms98-a-0111,572.544000,572.644000,of,I,sd,u-148-6
sw2603B-ms98-a-0111,572.644000,572.794000,the,I,sd,u-148-6
sw2603B-ms98-a-0111,572.794000,573.156625,others,I,sd,u-148-6
sw2603B-ms98-a-0112,574.244625,574.554625,and,I,sd,u-148-6
sw2603B-ms98-a-0112,574.554625,574.784625,use,I,sd,u-148-6
sw2603B-ms98-a-0112,574.784625,574.934625,it,I,sd,u-148-6
sw2603B-ms98-a-0112,574.934625,575.024625,for,I,sd,u-148-6
sw2603B-ms98-a-0112,575.024625,575.094625,a,I,sd,u-148-6
sw2603B-ms98-a-0112,575.094625,575.504625,while,I,sd,u-148-6
sw2603B-ms98-a-0112,575.804625,576.024625,because,B,sd,u-148-7
sw2603B-ms98-a-0112,576.024625,576.104625,you,I,sd,u-148-7
sw2603B-ms98-a-0112,576.104625,576.244625,can,I,sd,u-148-7
sw2603B-ms98-a-0112,576.244625,576.444625,buy,I,sd,u-148-7
sw2603B-ms98-a-0112,576.444625,576.484625,a,I,sd,u-148-7
sw2603B-ms98-a-0112,576.484625,576.834625,month's,I,sd,u-148-7
sw2603B-ms98-a-0112,576.834625,577.383625,membership,I,sd,u-148-7
sw2603B-ms98-a-0112,578.127250,578.308125,and,B,+,u-150-1
sw2603B-ms98-a-0112,578.308125,578.534750,see,I,+,u-150-1
sw2603B-ms98-a-0112,578.534750,578.653125,what,I,+,u-150-1
sw2603B-ms98-a-0112,578.653125,578.864625,you,I,+,u-150-1
sw2603B-ms98-a-0112,578.864625,579.244875,feel,I,+,u-150-1
sw2603B-ms98-a-0112,579.395250,579.594875,is,I,+,u-150-1
sw2603B-ms98-a-0112,579.594875,579.914625,best,I,+,u-150-1
sw2603B-ms98-a-0112,579.914625,580.014625,for,I,+,u-150-1
sw2603B-ms98-a-0112,580.014625,580.404625,you,I,+,u-150-1
sw2603B-ms98-a-0113,581.861000,582.133875,because,B,sv,u-152-1
sw2603B-ms98-a-0113,582.133875,582.253875,it,I,sv,u-152-1
sw2603B-ms98-a-0113,582.253875,582.403875,all,I,sv,u-152-1
sw2603B-ms98-a-0113,582.403875,582.763875,depends,I,sv,u-152-1
sw2603B-ms98-a-0113,582.763875,582.873875,you,I,sv,u-152-1
sw2603B-ms98-a-0113,582.873875,583.013875,know,I,sv,u-152-1
sw2603B-ms98-a-0113,583.173875,583.273875,for,I,sv,u-152-1
sw2603B-ms98-a-0113,583.273875,583.653875,everyone,I,sv,u-152-1
sw2603B-ms98-a-0113,583.653875,583.773875,their,I,sv,u-152-1
sw2603B-ms98-a-0113,583.773875,584.113875,own,I,sv,u-152-1
sw2603B-ms98-a-0113,584.113875,584.223875,what,I,sv,u-152-1
sw2603B-ms98-a-0113,584.223875,584.313875,they,I,sv,u-152-1
sw2603B-ms98-a-0113,584.313875,584.493875,want,I,sv,u-152-1
sw2603B-ms98-a-0113,584.493875,584.553875,to,I,sv,u-152-1
sw2603B-ms98-a-0113,584.553875,584.863875,do,I,sv,u-152-1
sw2603B-ms98-a-0114,585.665875,585.865875,because,B,sd,u-152-2
sw2603B-ms98-a-0114,585.865875,586.025875,i,I,sd,u-152-2
sw2603B-ms98-a-0114,586.025875,586.225875,jump,I,sd,u-152-2
sw2603B-ms98-a-0114,586.225875,586.345875,on,I,sd,u-152-2
sw2603B-ms98-a-0114,586.345875,586.405875,the,I,sd,u-152-2
sw2603B-ms98-a-0114,586.405875,586.635875,bike,I,sd,u-152-2
sw2603B-ms98-a-0114,586.635875,586.825875,here,I,sd,u-152-2
sw2603B-ms98-a-0114,586.825875,586.905875,at,I,sd,u-152-2
sw2603B-ms98-a-0114,586.905875,587.425875,home,I,sd,u-152-2
sw2603B-ms98-a-0115,588.707875,589.047875,mine,B,sd,u-152-3
sw2603B-ms98-a-0115,589.047875,589.387875,has,I,sd,u-152-3
sw2603B-ms98-a-0115,589.387875,589.537875,its,I,sd,u-152-3
sw2603B-ms98-a-0115,589.537875,589.637875,see,I,sd,u-152-3
sw2603B-ms98-a-0115,589.637875,589.707875,the,I,sd,u-152-3
sw2603B-ms98-a-0115,589.707875,589.967875,handle,I,sd,u-152-3
sw2603B-ms98-a-0115,589.967875,590.217875,bars,I,sd,u-152-3
sw2603B-ms98-a-0115,590.217875,590.307875,go,I,sd,u-152-3
sw2603B-ms98-a-0115,590.307875,590.427875,up,I,sd,u-152-3
sw2603B-ms98-a-0115,590.427875,590.537875,and,I,sd,u-152-3
sw2603B-ms98-a-0115,590.537875,590.885750,down,I,sd,u-152-3
sw2603B-ms98-a-0115,591.383000,591.567875,so,B,aa,u-154-1
sw2603B-ms98-a-0115,591.567875,591.637875,i,I,aa,u-154-1
sw2603B-ms98-a-0115,591.637875,591.817875,can,I,aa,u-154-1
sw2603B-ms98-a-0115,591.817875,592.077875,sit,I,aa,u-154-1
sw2603B-ms98-a-0115,592.077875,592.307875,there,I,aa,u-154-1
sw2603B-ms98-a-0115,592.307875,592.517875,and,I,aa,u-154-1
sw2603B-ms98-a-0115,592.517875,592.637875,read,I,aa,u-154-1
sw2603B-ms98-a-0115,592.637875,592.787875,and,I,aa,u-154-1
sw2603B-ms98-a-0115,592.787875,593.047875,listen,I,aa,u-154-1
sw2603B-ms98-a-0115,593.047875,593.107875,to,I,aa,u-154-1
sw2603B-ms98-a-0115,593.107875,593.467875,music,I,aa,u-154-1
sw2603B-ms98-a-0115,593.467875,593.617875,like,I,aa,u-154-1
sw2603B-ms98-a-0115,593.617875,593.777875,what,I,aa,u-154-1
sw2603B-ms98-a-0115,593.777875,593.877875,you,I,aa,u-154-1
sw2603B-ms98-a-0115,593.877875,594.201000,said,I,aa,u-154-1
sw2603B-ms98-a-0115,594.838750,594.959375,and,B,sd,u-154-2
sw2603B-ms98-a-0115,594.959375,595.057875,it,I,sd,u-154-2
sw2603B-ms98-a-0115,595.057875,595.357875,has,I,sd,u-154-2
sw2603B-ms98-a-0115,595.357875,595.507875,no,I,sd,u-154-2
sw2603B-ms98-a-0115,595.507875,595.887875,effect,I,sd,u-154-2
sw2603B-ms98-a-0115,595.887875,595.997875,on,I,sd,u-154-2
sw2603B-ms98-a-0115,595.997875,596.197875,me,I,sd,u-154-2
sw2603B-ms98-a-0116,596.865875,596.971375,so,B,sv,u-154-3
sw2603B-ms98-a-0116,596.971375,597.001375,i,I,sv,u-154-3
sw2603B-ms98-a-0116,597.001375,597.341375,mean,I,sv,u-154-3
sw2603B-ms98-a-0116,597.341375,597.669125,it's,I,sv,u-154-3
sw2603B-ms98-a-0117,598.545625,599.055625,boring,I,sv,u-154-3
