sw2020B-ms98-a-0002,2.539000,2.931500,hi,B,fp^m,u-2-1
sw2020B-ms98-a-0070,456.823500,457.265250,and,B,sd,u-110-2
sw2020B-ms98-a-0070,457.695250,457.844375,then,I,sd,u-110-2
sw2020B-ms98-a-0070,457.844375,457.980000,you,I,sd,u-110-2
sw2020B-ms98-a-0070,457.980000,458.235750,try,I,sd,u-110-2
sw2020B-ms98-a-0070,458.235750,458.302625,to,I,sd,u-110-2
sw2020B-ms98-a-0070,458.302625,458.513625,make,I,sd,u-110-2
sw2020B-ms98-a-0070,458.513625,458.695250,it,I,sd,u-110-2
sw2020B-ms98-a-0070,458.908250,458.972375,a,I,sd,u-110-2
sw2020B-ms98-a-0070,458.972375,459.235250,little,I,sd,u-110-2
sw2020B-ms98-a-0070,459.235250,459.405250,bit,I,sd,u-110-2
sw2020B-ms98-a-0070,459.405250,459.645250,more,I,sd,u-110-2
sw2020B-ms98-a-0070,459.645250,460.405250,listenable,I,sd,u-110-2
sw2020B-ms98-a-0070,460.405250,461.105250,for,I,sd,u-110-2
sw2020B-ms98-a-0071,461.612125,461.782125,let's,I,sd,u-110-2
sw2020B-ms98-a-0071,461.782125,461.932125,say,I,sd,u-110-2
sw2020B-ms98-a-0071,461.932125,462.212125,another,I,sd,u-110-2
sw2020B-ms98-a-0071,462.212125,462.642125,audience,I,sd,u-110-2
sw2020B-ms98-a-0071,462.642125,462.762125,let's,I,sd,u-110-2
sw2020B-ms98-a-0071,462.762125,462.872125,say,I,sd,u-110-2
sw2020B-ms98-a-0071,462.872125,462.922125,a,I,sd,u-110-2
sw2020B-ms98-a-0071,462.922125,463.189625,North,I,sd,u-110-2
sw2020B-ms98-a-0071,463.189625,463.814250,American,I,sd,u-110-2
sw2020B-ms98-a-0071,464.579875,464.852125,and,B,sd,u-112-1
sw2020B-ms98-a-0071,464.852125,465.022125,then,I,sd,u-112-1
sw2020B-ms98-a-0071,465.022125,465.142125,when,I,sd,u-112-1
sw2020B-ms98-a-0071,465.142125,465.305125,they,I,sd,u-112-1
sw2020B-ms98-a-0071,465.455875,465.692125,hear,I,sd,u-112-1
sw2020B-ms98-a-0071,465.692125,465.862125,it,I,sd,u-112-1
sw2020B-ms98-a-0071,465.862125,465.982125,it,I,sd,u-112-1
sw2020B-ms98-a-0071,466.292125,466.452125,it,I,sd,u-112-1
sw2020B-ms98-a-0071,466.692125,466.855125,it's,I,sd,u-112-1
sw2020B-ms98-a-0071,466.855125,466.949250,a,I,sd,u-112-1
sw2020B-ms98-a-0071,466.949250,467.222125,really,I,sd,u-112-1
sw2020B-ms98-a-0071,467.222125,467.422125,it's,I,sd,u-112-1
sw2020B-ms98-a-0071,467.422125,467.712125,another,I,sd,u-112-1
sw2020B-ms98-a-0071,467.712125,467.932125,form,I,sd,u-112-1
sw2020B-ms98-a-0071,467.932125,468.073125,of,I,sd,u-112-1
sw2020B-ms98-a-0071,468.073125,468.502125,music,I,sd,u-112-1
sw2020B-ms98-a-0071,468.502125,468.755125,and,I,sd,u-112-1
sw2020B-ms98-a-0071,469.352250,469.461500,you,B,+,u-114-1
sw2020B-ms98-a-0071,469.461500,469.572125,know,I,+,u-114-1
sw2020B-ms98-a-0071,469.572125,469.802250,it's,I,+,u-114-1
sw2020B-ms98-a-0071,469.802250,470.047125,sort,I,+,u-114-1
sw2020B-ms98-a-0071,470.047125,470.182125,of,I,+,u-114-1
sw2020B-ms98-a-0071,470.452125,470.822250,um,I,+,u-114-1
sw2020B-ms98-a-0071,470.822250,471.100750,trying,I,+,u-114-1
sw2020B-ms98-a-0071,471.100750,471.213750,to,I,+,u-114-1
sw2020B-ms98-a-0071,471.213750,471.502125,draw,I,+,u-114-1
sw2020B-ms98-a-0071,471.502125,471.751375,out,I,+,u-114-1
sw2020B-ms98-a-0071,471.751375,471.882125,the,I,+,u-114-1
sw2020B-ms98-a-0071,471.882125,472.222125,best,I,+,u-114-1
sw2020B-ms98-a-0071,472.222125,472.752125,sources,I,+,u-114-1
sw2020B-ms98-a-0071,472.862125,473.079125,the,B,sd,u-114-2
sw2020B-ms98-a-0071,473.079125,473.259500,the,I,sd,u-114-2
sw2020B-ms98-a-0071,473.259500,473.642375,best,I,sd,u-114-2
sw2020B-ms98-a-0071,473.642375,473.801875,of,I,sd,u-114-2
sw2020B-ms98-a-0071,473.801875,474.147250,every,I,sd,u-114-2
sw2020B-ms98-a-0071,474.147250,474.384500,type,I,sd,u-114-2
sw2020B-ms98-a-0071,474.384500,474.522125,of,I,sd,u-114-2
sw2020B-ms98-a-0071,474.522125,475.092125,music,I,sd,u-114-2
sw2020B-ms98-a-0072,475.777125,476.056750,because,B,%,u-116-1
sw2020B-ms98-a-0072,476.056750,476.137875,i,I,%,u-116-1
sw2020B-ms98-a-0072,476.137875,476.338375,mean,I,%,u-116-1
sw2020B-ms98-a-0072,476.338375,476.427125,there,I,%,u-116-1
sw2020B-ms98-a-0072,476.427125,476.528375,are,I,%,u-116-1
sw2020B-ms98-a-0072,476.528375,476.844750,some,I,%,u-116-1
sw2020B-ms98-a-0072,476.972250,477.062625,i,I,%,u-116-1
sw2020B-ms98-a-0072,477.062625,477.161750,mean,I,%,u-116-1
sw2020B-ms98-a-0072,477.161750,477.391500,i,B,%,u-116-2
sw2020B-ms98-a-0072,477.391500,477.627125,l[ike]-,O,,
sw2020B-ms98-a-0072,477.627125,477.777500,there,B,sd,u-116-3
sw2020B-ms98-a-0072,477.777500,477.942000,are,I,sd,u-116-3
sw2020B-ms98-a-0072,477.942000,478.330000,some,I,sd,u-116-3
sw2020B-ms98-a-0072,478.601375,478.695625,you,I,sd,u-116-3
sw2020B-ms98-a-0072,478.695625,478.793500,know,I,sd,u-116-3
sw2020B-ms98-a-0072,478.793500,479.097125,types,I,sd,u-116-3
sw2020B-ms98-a-0072,479.097125,479.196250,of,I,sd,u-116-3
sw2020B-ms98-a-0072,479.294250,479.512125,heavy,I,sd,u-116-3
sw2020B-ms98-a-0072,479.512125,479.775875,metal,I,sd,u-116-3
sw2020B-ms98-a-0072,479.775875,479.892375,that,I,sd,u-116-3
sw2020B-ms98-a-0072,479.892375,480.039250,i,I,sd,u-116-3
sw2020B-ms98-a-0072,480.039250,480.282625,really,I,sd,u-116-3
sw2020B-ms98-a-0072,480.282625,480.587125,like,I,sd,u-116-3
sw2020B-ms98-a-0072,480.587125,480.797125,but,B,sd,u-116-4
sw2020B-ms98-a-0072,481.237125,481.467125,but,I,sd,u-116-4
sw2020B-ms98-a-0072,481.583750,481.772125,i,I,sd,u-116-4
sw2020B-ms98-a-0072,481.772125,482.166000,wouldn't,I,sd,u-116-4
sw2020B-ms98-a-0072,482.323000,482.420875,i,I,sd,u-116-4
sw2020B-ms98-a-0072,482.420875,482.711250,wouldn't,I,sd,u-116-4
sw2020B-ms98-a-0072,482.711250,482.893750,say,I,sd,u-116-4
sw2020B-ms98-a-0072,482.893750,482.977875,that,I,sd,u-116-4
sw2020B-ms98-a-0072,482.977875,483.279125,i,I,sd,u-116-4
sw2020B-ms98-a-0072,483.279125,483.423125,i,I,sd,u-116-4
sw2020B-ms98-a-0072,483.423125,483.911375,completely,I,sd,u-116-4
sw2020B-ms98-a-0072,483.911375,484.125625,like,I,sd,u-116-4
sw2020B-ms98-a-0072,484.125625,484.402750,heavy,I,sd,u-116-4
sw2020B-ms98-a-0072,484.402750,484.805625,metal,I,sd,u-116-4
sw2020B-ms98-a-0072,485.246250,485.388000,i,B,%,u-118-1
sw2020B-ms98-a-0072,485.388000,485.537125,i,I,%,u-118-1
sw2020B-ms98-a-0072,485.537125,485.733750,think,I,%,u-118-1
sw2020B-ms98-a-0072,485.831750,485.917125,you,B,sd,u-118-2
sw2020B-ms98-a-0072,485.917125,486.013625,know,I,sd,u-118-2
sw2020B-ms98-a-0072,486.013625,486.164250,i[t]-,I,sd,u-118-2
sw2020B-ms98-a-0072,486.164250,486.306250,and,I,sd,u-118-2
sw2020B-ms98-a-0072,486.306250,486.454375,it's,I,sd,u-118-2
sw2020B-ms98-a-0072,486.454375,486.541000,the,I,sd,u-118-2
sw2020B-ms98-a-0072,486.541000,486.791250,same,I,sd,u-118-2
sw2020B-ms98-a-0072,486.791250,486.968250,way,I,sd,u-118-2
sw2020B-ms98-a-0072,486.968250,487.077125,with,I,sd,u-118-2
sw2020B-ms98-a-0072,487.339000,487.380375,w[orld]-,O,,
sw2020B-ms98-a-0072,487.380375,487.460125,you,B,sd,u-118-3
sw2020B-ms98-a-0072,487.460125,487.647125,know,I,sd,u-118-3
sw2020B-ms98-a-0072,487.647125,487.914625,world,I,sd,u-118-3
sw2020B-ms98-a-0072,487.914625,488.277500,music,I,sd,u-118-3
sw2020B-ms98-a-0072,488.277500,488.697125,takes,I,sd,u-118-3
sw2020B-ms98-a-0073,489.264500,489.387375,the,I,sd,u-118-3
sw2020B-ms98-a-0073,489.387375,489.846625,forms,I,sd,u-118-3
sw2020B-ms98-a-0073,489.846625,489.966625,that,I,sd,u-118-3
sw2020B-ms98-a-0073,489.966625,490.256625,have,I,sd,u-118-3
sw2020B-ms98-a-0073,490.256625,490.560000,really,I,sd,u-118-3
sw2020B-ms98-a-0073,490.560000,491.091750,been,I,sd,u-118-3
sw2020B-ms98-a-0073,491.694375,492.354875,um,I,sd,u-118-3
sw2020B-ms98-a-0073,492.841625,492.999750,i,B,%,u-118-4
sw2020B-ms98-a-0073,492.999750,493.285625,guess,I,%,u-118-4
sw2020B-ms98-a-0073,493.406125,493.564625,i,I,%,u-118-4
sw2020B-ms98-a-0073,493.564625,493.673125,you,B,sd,u-118-5
sw2020B-ms98-a-0073,493.673125,493.805000,know,I,sd,u-118-5
sw2020B-ms98-a-0073,493.805000,493.946625,the,I,sd,u-118-5
sw2020B-ms98-a-0073,493.946625,494.187750,best,I,sd,u-118-5
sw2020B-ms98-a-0073,494.187750,494.996625,example,I,sd,u-118-5
sw2020B-ms98-a-0073,494.996625,495.311625,or,I,sd,u-118-5
sw2020B-ms98-a-0073,495.664625,495.782375,you,I,sd,u-118-5
sw2020B-ms98-a-0073,495.782375,495.946625,know,I,sd,u-118-5
sw2020B-ms98-a-0074,496.912125,497.085750,the,I,sd,u-118-5
sw2020B-ms98-a-0074,497.085750,497.421000,cream,I,sd,u-118-5
sw2020B-ms98-a-0074,497.421000,497.519000,of,I,sd,u-118-5
sw2020B-ms98-a-0074,497.519000,497.624375,the,I,sd,u-118-5
sw2020B-ms98-a-0074,497.624375,498.008250,crop,I,sd,u-118-5
sw2020B-ms98-a-0074,498.008250,498.177750,i,I,sd,u-118-5
sw2020B-ms98-a-0074,498.177750,498.368375,guess,I,sd,u-118-5
sw2020B-ms98-a-0074,498.368375,498.481375,you,I,sd,u-118-5
sw2020B-ms98-a-0074,498.481375,498.600500,could,I,sd,u-118-5
sw2020B-ms98-a-0074,498.600500,498.830500,say,I,sd,u-118-5
sw2020B-ms98-a-0074,498.830500,498.978375,and,B,sd,u-118-6
sw2020B-ms98-a-0074,498.978375,499.204375,then,I,sd,u-118-6
sw2020B-ms98-a-0074,499.494500,499.626375,and,I,sd,u-118-6
sw2020B-ms98-a-0074,499.626375,499.761625,then,I,sd,u-118-6
sw2020B-ms98-a-0074,499.761625,500.206000,taking,I,sd,u-118-6
sw2020B-ms98-a-0074,500.206000,500.560500,those,I,sd,u-118-6
sw2020B-ms98-a-0074,500.660500,500.810500,those,I,sd,u-118-6
sw2020B-ms98-a-0074,500.810500,501.703875,qualities,I,sd,u-118-6
sw2020B-ms98-a-0074,501.980125,502.130875,and,I,sd,u-118-6
sw2020B-ms98-a-0074,502.130875,502.238875,then,I,sd,u-118-6
sw2020B-ms98-a-0074,502.238875,502.985750,applying,I,sd,u-118-6
sw2020B-ms98-a-0074,502.985750,503.141375,in,I,sd,u-118-6
sw2020B-ms98-a-0074,503.141375,503.352875,the,I,sd,u-118-6
sw2020B-ms98-a-0074,503.352875,503.857500,styles,I,sd,u-118-6
sw2020B-ms98-a-0074,504.360875,504.490750,that,I,sd,u-118-6
sw2020B-ms98-a-0074,504.490750,504.615125,are,I,sd,u-118-6
sw2020B-ms98-a-0074,504.615125,505.241750,really,I,sd,u-118-6
sw2020B-ms98-a-0074,505.935000,506.620500,um,I,sd,u-118-6
sw2020B-ms98-a-0074,507.156500,507.249625,that,I,sd,u-118-6
sw2020B-ms98-a-0074,507.249625,507.652625,extremely,I,sd,u-118-6
sw2020B-ms98-a-0074,507.652625,508.291250,enjoyable,I,sd,u-118-6
sw2020B-ms98-a-0074,508.814750,508.940500,and,I,sd,u-118-6
sw2020B-ms98-a-0074,508.940500,509.070500,then,I,sd,u-118-6
sw2020B-ms98-a-0074,509.070500,509.370500,taking,I,sd,u-118-6
sw2020B-ms98-a-0076,511.840500,512.265750,yeah,B,ny,u-120-1
sw2020B-ms98-a-0076,512.412625,512.590875,yeah,B,ny^r,u-120-2
sw2020B-ms98-a-0076,512.590875,512.692500,it,B,sd^e,u-120-3
sw2020B-ms98-a-0076,512.692500,513.015500,becomes,I,sd^e,u-120-3
sw2020B-ms98-a-0076,513.015500,513.079500,a,I,sd^e,u-120-3
sw2020B-ms98-a-0076,513.079500,513.279875,kind,I,sd^e,u-120-3
sw2020B-ms98-a-0076,513.279875,513.379750,of,I,sd^e,u-120-3
sw2020B-ms98-a-0076,513.379750,513.707500,music,I,sd^e,u-120-3
sw2020B-ms98-a-0076,513.707500,513.819875,of,I,sd^e,u-120-3
sw2020B-ms98-a-0076,513.819875,513.979875,it's,I,sd^e,u-120-3
sw2020B-ms98-a-0076,513.979875,514.159625,own,I,sd^e,u-120-3
sw2020B-ms98-a-0076,514.159625,514.276375,i,B,sv,u-120-4
sw2020B-ms98-a-0076,514.276375,514.453750,mean,I,sv,u-120-4
sw2020B-ms98-a-0076,514.713625,514.806500,when,I,sv,u-120-4
sw2020B-ms98-a-0076,514.806500,514.935250,you,I,sv,u-120-4
sw2020B-ms98-a-0076,514.935250,515.311875,listen,I,sv,u-120-4
sw2020B-ms98-a-0076,515.311875,515.529875,to,I,sv,u-120-4
sw2020B-ms98-a-0076,515.529875,515.699875,it,I,sv,u-120-4
sw2020B-ms98-a-0076,515.893625,516.334250,it's,I,sv,u-120-4
sw2020B-ms98-a-0076,516.334250,516.909875,um,I,sv,u-120-4
sw2020B-ms98-a-0077,517.637000,518.083625,uh,I,sv,u-120-4
sw2020B-ms98-a-0077,518.571375,518.669250,i,B,sv,u-120-5
sw2020B-ms98-a-0077,518.669250,518.938375,think,I,sv,u-120-5
sw2020B-ms98-a-0077,518.938375,519.084875,that,I,sv,u-120-5
sw2020B-ms98-a-0077,519.226125,519.342875,they,I,sv,u-120-5
sw2020B-ms98-a-0077,519.342875,519.508375,don't,I,sv,u-120-5
sw2020B-ms98-a-0077,519.508375,519.678375,use,I,sv,u-120-5
sw2020B-ms98-a-0077,519.678375,519.918375,elec[tronic]-,O,,
sw2020B-ms98-a-0077,520.057375,520.332375,el[ectronic]-,O,,
sw2020B-ms98-a-0077,520.708375,520.938750,some,B,sv,u-120-6
sw2020B-ms98-a-0077,520.938750,521.032875,of,I,sv,u-120-6
sw2020B-ms98-a-0077,521.032875,521.178375,it,I,sv,u-120-6
sw2020B-ms98-a-0077,521.178375,521.451750,it's,B,%,u-120-7
sw2020B-ms98-a-0077,521.451750,521.773500,it's,O,,
sw2020B-ms98-a-0077,521.773500,521.894000,they,B,sv,u-120-8
sw2020B-ms98-a-0077,521.894000,522.018375,use,I,sv,u-120-8
sw2020B-ms98-a-0077,522.018375,522.648375,electronic,I,sv,u-120-8
sw2020B-ms98-a-0077,522.648375,522.888375,and,I,sv,u-120-8
sw2020B-ms98-a-0077,522.888375,523.398375,acoustic,I,sv,u-120-8
sw2020B-ms98-a-0077,523.508375,524.498375,interchangeably,I,sv,u-120-8
sw2020B-ms98-a-0078,525.264750,525.711250,so,B,sd,u-122-1
sw2020B-ms98-a-0078,525.941250,526.015875,you,I,sd,u-122-1
sw2020B-ms98-a-0078,526.015875,526.226000,know,I,sd,u-122-1
sw2020B-ms98-a-0078,526.226000,526.414375,well,I,sd,u-122-1
sw2020B-ms98-a-0078,526.414375,526.513250,a,I,sd,u-122-1
sw2020B-ms98-a-0078,526.513250,526.683250,lot,I,sd,u-122-1
sw2020B-ms98-a-0078,526.683250,526.763750,of,I,sd,u-122-1
sw2020B-ms98-a-0078,526.763750,526.933250,the,I,sd,u-122-1
sw2020B-ms98-a-0078,526.933250,527.083250,stuff,I,sd,u-122-1
sw2020B-ms98-a-0078,527.083250,527.183500,you,I,sd,u-122-1
sw2020B-ms98-a-0078,527.183500,527.420750,hear,I,sd,u-122-1
sw2020B-ms98-a-0078,527.420750,527.643250,coming,I,sd,u-122-1
sw2020B-ms98-a-0078,527.643250,527.812000,from,I,sd,u-122-1
sw2020B-ms98-a-0078,527.812000,528.068000,South,I,sd,u-122-1
sw2020B-ms98-a-0078,528.068000,528.578750,Africa,I,sd,u-122-1
sw2020B-ms98-a-0078,529.181375,529.703250,now,I,sd,u-122-1
sw2020B-ms98-a-0079,530.288125,530.752875,and,I,sd,u-122-1
sw2020B-ms98-a-0079,530.752875,531.309000,from,I,sd,u-122-1
sw2020B-ms98-a-0079,531.595250,531.836375,West,I,sd,u-122-1
sw2020B-ms98-a-0079,531.836375,532.485500,Africa,I,sd,u-122-1
sw2020B-ms98-a-0079,532.801125,533.072375,that's,I,sd,u-122-1
sw2020B-ms98-a-0079,533.072375,533.509000,considered,I,sd,u-122-1
sw2020B-ms98-a-0079,533.509000,533.769000,world,I,sd,u-122-1
sw2020B-ms98-a-0079,533.769000,534.599000,music,I,sd,u-122-1
sw2020B-ms98-a-0079,534.599000,535.139000,because,I,sd,u-122-1
sw2020B-ms98-a-0079,535.139000,535.419000,it's,I,sd,u-122-1
sw2020B-ms98-a-0079,535.419000,535.879000,not,I,sd,u-122-1
sw2020B-ms98-a-0079,535.879000,536.759375,particularly,I,sd,u-122-1
sw2020B-ms98-a-0079,536.895000,537.422750,using,I,sd,u-122-1
sw2020B-ms98-a-0079,537.725875,538.091125,certain,I,sd,u-122-1
sw2020B-ms98-a-0079,538.091125,538.418125,types,I,sd,u-122-1
sw2020B-ms98-a-0079,538.418125,538.521875,of,I,sd,u-122-1
sw2020B-ms98-a-0079,538.521875,538.959250,folk,I,sd,u-122-1
sw2020B-ms98-a-0079,538.959250,539.274000,styles,I,sd,u-122-1
sw2020B-ms98-a-0080,539.894000,540.164000,but,B,sd,u-124-1
sw2020B-ms98-a-0080,540.364000,540.816875,they're,I,sd,u-124-1
sw2020B-ms98-a-0080,540.816875,540.990125,they're,I,sd,u-124-1
sw2020B-ms98-a-0080,540.990125,541.324000,trying,I,sd,u-124-1
sw2020B-ms98-a-0080,541.324000,541.440250,to,I,sd,u-124-1
sw2020B-ms98-a-0080,541.440250,541.677625,make,I,sd,u-124-1
sw2020B-ms98-a-0080,541.677625,541.847250,it,I,sd,u-124-1
sw2020B-ms98-a-0080,542.046875,542.464000,somewhat,I,sd,u-124-1
sw2020B-ms98-a-0080,542.464000,542.664000,more,I,sd,u-124-1
sw2020B-ms98-a-0080,542.664000,543.244000,modern,I,sd,u-124-1
sw2020B-ms98-a-0080,543.694250,543.882625,i,B,%,u-124-2
sw2020B-ms98-a-0080,543.882625,544.202250,i,I,%,u-124-2
sw2020B-ms98-a-0080,544.202250,544.398000,a,O,,
sw2020B-ms98-a-0080,544.398000,544.583625,a,B,sd,u-124-3
sw2020B-ms98-a-0080,544.583625,544.704000,good,I,sd,u-124-3
sw2020B-ms98-a-0080,544.704000,544.964000,ex[ample]-,I,sd,u-124-3
sw2020B-ms98-a-0080,544.964000,545.293250,another,I,sd,u-124-3
sw2020B-ms98-a-0080,545.293250,545.376125,good,I,sd,u-124-3
sw2020B-ms98-a-0080,545.376125,545.884000,example,I,sd,u-124-3
sw2020B-ms98-a-0080,545.884000,546.034000,was,I,sd,u-124-3
sw2020B-ms98-a-0080,546.114500,546.214500,i,I,sd,u-124-3
sw2020B-ms98-a-0080,546.214500,546.429250,heard,I,sd,u-124-3
sw2020B-ms98-a-0080,546.429250,546.824000,Miles,I,sd,u-124-3
sw2020B-ms98-a-0080,546.824000,547.244000,Davis,I,sd,u-124-3
sw2020B-ms98-a-0081,547.975000,548.315000,and,B,sd,u-124-4
sw2020B-ms98-a-0081,548.315000,548.645000,Miles,I,sd,u-124-4
sw2020B-ms98-a-0081,548.645000,549.090000,Davis,I,sd,u-124-4
sw2020B-ms98-a-0081,549.090000,549.359125,worked,I,sd,u-124-4
sw2020B-ms98-a-0081,549.359125,549.428500,with,I,sd,u-124-4
sw2020B-ms98-a-0081,549.428500,549.748625,Ravi,O,,
sw2020B-ms98-a-0081,549.748625,550.484000,Shankar,O,,
sw2020B-ms98-a-0081,550.800375,550.929250,if,B,+,u-126-1
sw2020B-ms98-a-0081,550.929250,551.038500,you,I,+,u-126-1
sw2020B-ms98-a-0081,551.038500,551.220750,can,I,+,u-126-1
sw2020B-ms98-a-0081,551.220750,551.575000,believe,I,+,u-126-1
sw2020B-ms98-a-0081,551.575000,551.695000,it,I,+,u-126-1
sw2020B-ms98-a-0081,551.695000,551.921625,[laughter],I,+,u-126-1
sw2020B-ms98-a-0081,551.921625,552.095000,i,I,+,u-126-1
sw2020B-ms98-a-0081,552.095000,552.244375,mean,I,+,u-126-1
sw2020B-ms98-a-0081,552.696375,552.815500,you,B,sd,u-128-1
sw2020B-ms98-a-0081,552.815500,552.925000,know,I,sd,u-128-1
sw2020B-ms98-a-0081,552.925000,553.215000,he's,I,sd,u-128-1
sw2020B-ms98-a-0081,553.215000,553.445000,this,I,sd,u-128-1
sw2020B-ms98-a-0081,553.445000,553.795000,jazz,I,sd,u-128-1
sw2020B-ms98-a-0081,553.795000,554.335000,performer,I,sd,u-128-1
sw2020B-ms98-a-0081,554.335000,554.535000,and,B,sd,u-128-2
sw2020B-ms98-a-0081,554.535000,554.635000,then,I,sd,u-128-2
sw2020B-ms98-a-0081,554.635000,554.773000,he's,I,sd,u-128-2
sw2020B-ms98-a-0081,554.889750,555.200125,playing,I,sd,u-128-2
sw2020B-ms98-a-0081,555.200125,555.405000,with,I,sd,u-128-2
sw2020B-ms98-a-0081,555.405000,555.661125,Ravi,O,,
sw2020B-ms98-a-0081,555.661125,556.165000,Shankar,O,,
sw2020B-ms98-a-0081,556.165000,556.305000,who's,B,sd,u-128-3
sw2020B-ms98-a-0081,556.305000,556.462250,a,I,sd,u-128-3
sw2020B-ms98-a-0081,556.462250,556.793750,very,I,sd,u-128-3
sw2020B-ms98-a-0081,556.793750,557.114250,good,I,sd,u-128-3
sw2020B-ms98-a-0082,558.061750,558.241875,he's,I,sd,u-128-3
sw2020B-ms98-a-0082,558.241875,558.322000,a,I,sd,u-128-3
sw2020B-ms98-a-0082,558.322000,558.530375,very,I,sd,u-128-3
sw2020B-ms98-a-0082,558.530375,558.610625,good,I,sd,u-128-3
sw2020B-ms98-a-0082,558.610625,559.929125,arranger,I,sd,u-128-3
sw2020B-ms98-a-0082,559.929125,560.566125,uh,B,sd,u-128-4
sw2020B-ms98-a-0082,560.566125,560.916875,[vocalized-noise],I,sd,u-128-4
sw2020B-ms98-a-0082,560.916875,561.353125,arrangement,I,sd,u-128-4
sw2020B-ms98-a-0082,561.929375,562.269750,to,I,sd,u-128-4
sw2020B-ms98-a-0082,562.269750,562.515750,[vocalized-noise],I,sd,u-128-4
sw2020B-ms98-a-0083,562.760250,562.886250,but,I,sd,u-128-4
sw2020B-ms98-a-0083,563.556750,563.723125,uh,I,sd,u-128-4
sw2020B-ms98-a-0083,563.723125,563.917625,were,O,,
sw2020B-ms98-a-0083,563.917625,564.143625,going,B,ad^t,u-128-5
sw2020B-ms98-a-0083,564.143625,564.251125,to,I,ad^t,u-128-5
sw2020B-ms98-a-0083,564.251125,564.330250,get,I,ad^t,u-128-5
sw2020B-ms98-a-0083,564.330250,564.442000,off,I,ad^t,u-128-5
sw2020B-ms98-a-0083,564.642000,566.407875,[vocalized-noise],O,,
sw2020B-ms98-a-0083,566.407875,566.703250,[laughter],O,,
sw2020B-ms98-a-0083,566.703250,566.861375,i,B,no,u-130-1
sw2020B-ms98-a-0083,566.861375,567.032000,don't,I,no,u-130-1
sw2020B-ms98-a-0083,567.032000,567.523125,know,I,no,u-130-1
sw2020B-ms98-a-0083,567.982625,568.248375,but,B,%,u-130-2
sw2020B-ms98-a-0083,569.282375,569.641000,no,O,,
sw2020B-ms98-a-0083,571.228125,571.468000,yeah,B,b,u-132-1
sw2020B-ms98-a-0083,571.468000,571.984000,okay,B,b,u-132-2
sw2020B-ms98-a-0083,572.232000,572.452000,but,B,sd,u-132-3
sw2020B-ms98-a-0083,572.692000,572.894875,yeah,I,sd,u-132-3
sw2020B-ms98-a-0083,572.894875,573.019250,i,I,sd,u-132-3
sw2020B-ms98-a-0083,573.019250,573.182375,mean,I,sd,u-132-3
sw2020B-ms98-a-0083,573.182375,573.283500,when,I,sd,u-132-3
sw2020B-ms98-a-0083,573.283500,573.422875,i,I,sd,u-132-3
sw2020B-ms98-a-0083,573.422875,573.562000,heard,I,sd,u-132-3
sw2020B-ms98-a-0083,573.562000,573.654500,his,I,sd,u-132-3
sw2020B-ms98-a-0083,573.654500,573.918125,album,I,sd,u-132-3
sw2020B-ms98-a-0083,573.918125,574.003875,when,I,sd,u-132-3
sw2020B-ms98-a-0083,574.003875,574.090500,i,I,sd,u-132-3
sw2020B-ms98-a-0083,574.090500,574.256750,heard,I,sd,u-132-3
sw2020B-ms98-a-0083,574.256750,574.373500,it,I,sd,u-132-3
sw2020B-ms98-a-0083,574.373500,574.581625,and,I,sd,u-132-3
sw2020B-ms98-a-0083,574.581625,574.751125,it's,I,sd,u-132-3
sw2020B-ms98-a-0083,574.751125,574.882000,just,I,sd,u-132-3
sw2020B-ms98-a-0083,574.882000,575.542000,incredible,I,sd,u-132-3
sw2020B-ms98-a-0084,576.700375,577.044250,yeah,B,b,u-134-1
sw2020B-ms98-a-0084,577.044250,577.172250,i,B,sd,u-134-2
sw2020B-ms98-a-0084,577.172250,577.276375,i,I,sd,u-134-2
sw2020B-ms98-a-0084,577.276375,577.653000,listened,I,sd,u-134-2
sw2020B-ms98-a-0084,577.653000,577.742000,and,B,sd,u-134-3
sw2020B-ms98-a-0084,577.742000,577.862500,i,I,sd,u-134-3
sw2020B-ms98-a-0084,577.862500,578.090375,heard,I,sd,u-134-3
sw2020B-ms98-a-0084,578.380375,578.470875,you,B,sd,u-134-4
sw2020B-ms98-a-0084,578.470875,578.599000,know,I,sd,u-134-4
sw2020B-ms98-a-0084,578.599000,578.691875,you,I,sd,u-134-4
sw2020B-ms98-a-0084,578.691875,578.895250,hear,I,sd,u-134-4
sw2020B-ms98-a-0084,578.895250,579.091250,this,I,sd,u-134-4
sw2020B-ms98-a-0084,579.091250,579.490375,sitar,O,,
sw2020B-ms98-a-0084,579.490375,579.590375,and,B,sd,u-134-5
sw2020B-ms98-a-0084,579.590375,579.678250,then,I,sd,u-134-5
sw2020B-ms98-a-0084,579.678250,579.811000,you,I,sd,u-134-5
sw2020B-ms98-a-0084,579.811000,580.059625,hear,I,sd,u-134-5
sw2020B-ms98-a-0084,580.059625,580.365625,this,I,sd,u-134-5
sw2020B-ms98-a-0084,580.799500,580.878500,the,I,sd,u-134-5
sw2020B-ms98-a-0084,580.878500,581.300375,muted,I,sd,u-134-5
sw2020B-ms98-a-0084,581.300375,581.828125,trumpet,I,sd,u-134-5
sw2020B-ms98-a-0084,581.828125,581.955625,and,O,,
sw2020B-ms98-a-0084,581.955625,582.066000,i,B,%,u-134-6
sw2020B-ms98-a-0084,582.066000,582.307750,mean,O,,
sw2020B-ms98-a-0084,582.307750,582.477125,you,B,sv,u-134-8
