sw2630B-ms98-a-0002,0.974875,2.112875,[laughter],O,,
sw2630B-ms98-a-0102,488.323250,488.503250,but,B,sd,u-176-3
sw2630B-ms98-a-0102,488.503250,488.623250,they,I,sd,u-176-3
sw2630B-ms98-a-0102,488.623250,488.916750,helped,I,sd,u-176-3
sw2630B-ms98-a-0102,489.643750,490.223250,confirm,I,sd,u-176-3
sw2630B-ms98-a-0102,490.223250,490.663250,his,I,sd,u-176-3
sw2630B-ms98-a-0102,490.663250,491.043250,decision,I,sd,u-176-3
sw2630B-ms98-a-0102,491.043250,491.193250,that,I,sd,u-176-3
sw2630B-ms98-a-0102,491.193250,491.233250,a,I,sd,u-176-3
sw2630B-ms98-a-0102,491.233250,491.513250,smaller,I,sd,u-176-3
sw2630B-ms98-a-0102,491.513250,491.763250,school,I,sd,u-176-3
sw2630B-ms98-a-0102,491.763250,491.923250,was,I,sd,u-176-3
sw2630B-ms98-a-0102,491.923250,492.228375,better,I,sd,u-176-3
sw2630B-ms98-a-0104,494.392625,494.917250,yeah,B,aa,u-178-1
sw2630B-ms98-a-0104,494.917250,495.304750,yeah,B,aa^r,u-178-2
sw2630B-ms98-a-0106,500.378500,500.648125,right,O,,
sw2630B-ms98-a-0106,500.648125,500.844875,now,O,,
sw2630B-ms98-a-0106,500.844875,501.588875,yeah,O,,
sw2630B-ms98-a-0107,502.650250,502.738625,my,B,sd,u-182-1
sw2630B-ms98-a-0107,502.738625,503.028625,other,I,sd,u-182-1
sw2630B-ms98-a-0107,503.028625,503.238625,son,I,sd,u-182-1
sw2630B-ms98-a-0107,503.238625,503.418625,is,I,sd,u-182-1
sw2630B-ms98-a-0107,503.418625,503.778625,just,I,sd,u-182-1
sw2630B-ms98-a-0107,503.778625,503.908625,as,I,sd,u-182-1
sw2630B-ms98-a-0107,503.908625,504.368625,happy,I,sd,u-182-1
sw2630B-ms98-a-0107,504.368625,504.740000,as,I,sd,u-182-1
sw2630B-ms98-a-0107,504.958375,505.078625,a,I,sd,u-182-1
sw2630B-ms98-a-0107,505.078625,505.298625,bed,I,sd,u-182-1
sw2630B-ms98-a-0107,505.298625,505.547875,bug,I,sd,u-182-1
sw2630B-ms98-a-0107,505.954625,506.421750,he,B,%,u-184-1
sw2630B-ms98-a-0107,506.421750,506.608625,the,B,sd,u-184-2
sw2630B-ms98-a-0107,506.608625,506.968625,moment,I,sd,u-184-2
sw2630B-ms98-a-0107,506.968625,507.148625,he,I,sd,u-184-2
sw2630B-ms98-a-0107,507.148625,507.598625,knew,I,sd,u-184-2
sw2630B-ms98-a-0107,507.598625,507.922250,he,I,sd,u-184-2
sw2630B-ms98-a-0107,507.922250,508.472250,he,I,sd,u-184-2
sw2630B-ms98-a-0107,508.931750,509.368625,decided,I,sd,u-184-2
sw2630B-ms98-a-0107,509.368625,509.798625,early,I,sd,u-184-2
sw2630B-ms98-a-0107,509.798625,510.068625,on,I,sd,u-184-2
sw2630B-ms98-a-0107,510.068625,510.258625,that,I,sd,u-184-2
sw2630B-ms98-a-0107,510.258625,510.618625,Amherst,I,sd,u-184-2
sw2630B-ms98-a-0107,510.618625,510.728625,was,I,sd,u-184-2
sw2630B-ms98-a-0107,510.728625,510.818625,the,I,sd,u-184-2
sw2630B-ms98-a-0107,510.818625,510.998625,school,I,sd,u-184-2
sw2630B-ms98-a-0107,510.998625,511.178625,he's,B,sd,u-184-3
sw2630B-ms98-a-0107,511.178625,511.238625,a,I,sd,u-184-3
sw2630B-ms98-a-0107,511.238625,511.768625,classical,I,sd,u-184-3
sw2630B-ms98-a-0107,511.768625,512.494125,guitarist,I,sd,u-184-3
sw2630B-ms98-a-0108,512.971125,513.120250,and,B,sd,u-186-1
sw2630B-ms98-a-0108,513.120250,513.470250,he,I,sd,u-186-1
sw2630B-ms98-a-0108,513.470250,514.110250,decided,I,sd,u-186-1
sw2630B-ms98-a-0108,514.110250,514.310250,he,I,sd,u-186-1
sw2630B-ms98-a-0108,514.310250,514.590250,also,I,sd,u-186-1
sw2630B-ms98-a-0108,514.590250,514.730250,got,I,sd,u-186-1
sw2630B-ms98-a-0108,514.730250,514.900250,into,I,sd,u-186-1
sw2630B-ms98-a-0108,514.900250,514.980250,the,I,sd,u-186-1
sw2630B-ms98-a-0108,514.980250,515.220250,Yale,I,sd,u-186-1
sw2630B-ms98-a-0108,515.220250,515.630250,graduate,I,sd,u-186-1
sw2630B-ms98-a-0108,515.630250,515.960250,school,I,sd,u-186-1
sw2630B-ms98-a-0108,515.960250,516.080250,of,I,sd,u-186-1
sw2630B-ms98-a-0108,516.080250,516.480250,music,I,sd,u-186-1
sw2630B-ms98-a-0108,516.480250,516.700250,as,I,sd,u-186-1
sw2630B-ms98-a-0108,516.700250,516.800250,an,I,sd,u-186-1
sw2630B-ms98-a-0108,516.800250,517.500250,undergraduate,I,sd,u-186-1
sw2630B-ms98-a-0108,517.500250,517.691000,for,B,+,u-188-1
sw2630B-ms98-a-0108,517.691000,518.080250,classical,I,+,u-188-1
sw2630B-ms98-a-0108,518.080250,518.360250,guitar,I,+,u-188-1
sw2630B-ms98-a-0108,518.360250,518.460250,but,B,sd,u-188-2
sw2630B-ms98-a-0108,518.460250,518.570250,he,I,sd,u-188-2
sw2630B-ms98-a-0108,518.570250,518.940250,decided,I,sd,u-188-2
sw2630B-ms98-a-0108,518.940250,519.000250,he,I,sd,u-188-2
sw2630B-ms98-a-0108,519.000250,519.160250,was,I,sd,u-188-2
sw2630B-ms98-a-0108,519.160250,519.370250,going,I,sd,u-188-2
sw2630B-ms98-a-0108,519.370250,519.450250,to,I,sd,u-188-2
sw2630B-ms98-a-0108,519.450250,519.590250,go,I,sd,u-188-2
sw2630B-ms98-a-0108,519.590250,519.757125,to,I,sd,u-188-2
sw2630B-ms98-a-0108,519.757125,519.890250,the,I,sd,u-188-2
sw2630B-ms98-a-0108,519.890250,520.145750,um,I,sd,u-188-2
sw2630B-ms98-a-0109,521.209750,521.414000,the,B,+,u-190-1
sw2630B-ms98-a-0109,521.414000,521.874000,smaller,I,+,u-190-1
sw2630B-ms98-a-0109,521.874000,522.224000,now,I,+,u-190-1
sw2630B-ms98-a-0109,522.224000,522.414000,and,I,+,u-190-1
sw2630B-ms98-a-0109,522.414000,522.514000,then,I,+,u-190-1
sw2630B-ms98-a-0109,522.514000,522.864000,graduate,I,+,u-190-1
sw2630B-ms98-a-0109,522.864000,523.114000,school,I,+,u-190-1
sw2630B-ms98-a-0109,523.114000,523.499000,later,I,+,u-190-1
sw2630B-ms98-a-0111,527.064250,527.214250,well,B,sd,u-192-1
sw2630B-ms98-a-0111,527.214250,527.474250,he's,I,sd,u-192-1
sw2630B-ms98-a-0111,527.474250,528.324250,really,I,sd,u-192-1
sw2630B-ms98-a-0111,528.324250,528.474250,my,I,sd,u-192-1
sw2630B-ms98-a-0111,528.474250,528.674250,older,I,sd,u-192-1
sw2630B-ms98-a-0111,528.674250,528.884250,boy's,I,sd,u-192-1
sw2630B-ms98-a-0111,528.884250,529.044250,real,I,sd,u-192-1
sw2630B-ms98-a-0111,529.044250,529.324250,happy,I,sd,u-192-1
sw2630B-ms98-a-0111,529.324250,529.414250,and,B,sd,u-192-2
sw2630B-ms98-a-0111,529.414250,529.554250,he's,I,sd,u-192-2
sw2630B-ms98-a-0111,529.554250,529.954250,minoring,I,sd,u-192-2
sw2630B-ms98-a-0111,529.954250,530.044250,in,I,sd,u-192-2
sw2630B-ms98-a-0111,530.044250,530.461000,English,I,sd,u-192-2
sw2630B-ms98-a-0112,531.532500,531.643625,and,B,sd,u-192-3
sw2630B-ms98-a-0112,531.643625,531.713625,he,I,sd,u-192-3
sw2630B-ms98-a-0112,531.713625,531.843625,had,I,sd,u-192-3
sw2630B-ms98-a-0112,531.843625,532.063625,thought,I,sd,u-192-3
sw2630B-ms98-a-0112,532.063625,532.233625,about,I,sd,u-192-3
sw2630B-ms98-a-0112,532.233625,532.703625,economics,I,sd,u-192-3
sw2630B-ms98-a-0112,532.703625,532.793625,and,B,sd,u-192-4
sw2630B-ms98-a-0112,532.793625,532.853625,he,I,sd,u-192-4
sw2630B-ms98-a-0112,532.853625,533.083625,took,I,sd,u-192-4
sw2630B-ms98-a-0112,533.083625,533.113625,a,I,sd,u-192-4
sw2630B-ms98-a-0112,533.113625,533.363625,couple,I,sd,u-192-4
sw2630B-ms98-a-0112,533.363625,533.433625,of,I,sd,u-192-4
sw2630B-ms98-a-0112,533.433625,533.823625,courses,I,sd,u-192-4
sw2630B-ms98-a-0112,533.823625,533.913625,in,I,sd,u-192-4
sw2630B-ms98-a-0112,533.913625,534.373625,economics,I,sd,u-192-4
sw2630B-ms98-a-0112,534.373625,534.493625,and,I,sd,u-192-4
sw2630B-ms98-a-0112,534.493625,534.833625,decided,I,sd,u-192-4
sw2630B-ms98-a-0112,534.833625,534.963625,that,I,sd,u-192-4
sw2630B-ms98-a-0112,534.963625,535.461375,wasn't,I,sd,u-192-4
sw2630B-ms98-a-0113,537.576500,537.819750,he's,B,sd,u-194-1
sw2630B-ms98-a-0113,537.819750,538.031375,um,I,sd,u-194-1
sw2630B-ms98-a-0113,538.031375,538.328000,he's,I,sd,u-194-1
sw2630B-ms98-a-0113,538.328000,538.523000,gonna,I,sd,u-194-1
sw2630B-ms98-a-0113,538.523000,538.600500,be,I,sd,u-194-1
sw2630B-ms98-a-0113,538.600500,538.700250,a,I,sd,u-194-1
sw2630B-ms98-a-0113,538.700250,538.960250,junior,I,sd,u-194-1
sw2630B-ms98-a-0113,538.960250,539.114000,he'll,B,sd,u-194-2
sw2630B-ms98-a-0113,539.114000,539.234000,be,I,sd,u-194-2
sw2630B-ms98-a-0113,539.324000,539.494000,he's,I,sd,u-194-2
sw2630B-ms98-a-0113,539.514000,539.764000,finishing,I,sd,u-194-2
sw2630B-ms98-a-0113,539.764000,539.854000,his,I,sd,u-194-2
sw2630B-ms98-a-0113,539.854000,540.184000,sophomore,I,sd,u-194-2
sw2630B-ms98-a-0113,540.184000,540.398375,year,I,sd,u-194-2
sw2630B-ms98-a-0113,540.989750,541.084000,so,B,+,u-196-1
sw2630B-ms98-a-0113,541.084000,541.274000,he's,I,+,u-196-1
sw2630B-ms98-a-0113,541.274000,541.554000,double,I,+,u-196-1
sw2630B-ms98-a-0113,541.554000,541.973250,majoring,I,+,u-196-1
sw2630B-ms98-a-0115,545.158125,545.421500,well,B,sd,u-198-1
sw2630B-ms98-a-0115,545.539375,545.678750,you,I,sd,u-198-1
sw2630B-ms98-a-0115,545.678750,545.888000,know,I,sd,u-198-1
sw2630B-ms98-a-0115,546.031625,546.222125,see,I,sd,u-198-1
sw2630B-ms98-a-0115,546.222125,546.318500,the,I,sd,u-198-1
sw2630B-ms98-a-0115,546.318500,546.774375,advice,I,sd,u-198-1
sw2630B-ms98-a-0115,546.774375,546.943000,we,I,sd,u-198-1
sw2630B-ms98-a-0115,546.943000,547.199125,give,I,sd,u-198-1
sw2630B-ms98-a-0115,547.199125,547.444250,is,I,sd,u-198-1
sw2630B-ms98-a-0115,547.630000,547.917125,to,I,sd,u-198-1
sw2630B-ms98-a-0115,547.917125,548.177125,not,I,sd,u-198-1
sw2630B-ms98-a-0115,548.177125,548.497125,limit,I,sd,u-198-1
sw2630B-ms98-a-0115,548.497125,548.907125,yourself,I,sd,u-198-1
sw2630B-ms98-a-0115,548.907125,549.457125,especially,I,sd,u-198-1
sw2630B-ms98-a-0115,549.457125,549.697125,this,I,sd,u-198-1
sw2630B-ms98-a-0115,549.697125,549.827125,you,I,sd,u-198-1
sw2630B-ms98-a-0115,549.827125,550.027125,know,I,sd,u-198-1
sw2630B-ms98-a-0115,550.027125,550.177125,go,I,sd,u-198-1
sw2630B-ms98-a-0115,550.177125,550.277125,to,I,sd,u-198-1
sw2630B-ms98-a-0115,550.277125,550.337125,a,I,sd,u-198-1
sw2630B-ms98-a-0115,550.337125,550.695625,school,I,sd,u-198-1
sw2630B-ms98-a-0115,551.079750,551.187125,where,I,sd,u-198-1
sw2630B-ms98-a-0115,551.187125,551.357125,you're,I,sd,u-198-1
sw2630B-ms98-a-0115,551.357125,551.657125,not,I,sd,u-198-1
sw2630B-ms98-a-0115,551.657125,552.254375,forced,I,sd,u-198-1
sw2630B-ms98-a-0115,552.717625,552.837125,to,I,sd,u-198-1
sw2630B-ms98-a-0115,552.837125,553.097125,make,I,sd,u-198-1
sw2630B-ms98-a-0115,553.097125,553.287125,too,I,sd,u-198-1
sw2630B-ms98-a-0115,553.287125,553.644000,many,I,sd,u-198-1
sw2630B-ms98-a-0115,554.231500,554.847125,irrevocable,I,sd,u-198-1
sw2630B-ms98-a-0115,554.847125,555.437125,decisions,I,sd,u-198-1
sw2630B-ms98-a-0115,555.437125,555.557125,your,I,sd,u-198-1
sw2630B-ms98-a-0115,555.557125,555.957125,first,I,sd,u-198-1
sw2630B-ms98-a-0115,555.957125,556.117125,year,I,sd,u-198-1
sw2630B-ms98-a-0115,556.117125,556.274750,or,I,sd,u-198-1
sw2630B-ms98-a-0115,556.274750,556.584625,two,I,sd,u-198-1
sw2630B-ms98-a-0117,566.294125,566.653375,yeah,B,b,u-200-1
sw2630B-ms98-a-0119,570.882250,571.184000,well,B,sd,u-202-1
sw2630B-ms98-a-0119,571.184000,571.434000,one,I,sd,u-202-1
sw2630B-ms98-a-0119,571.434000,571.494000,of,I,sd,u-202-1
sw2630B-ms98-a-0119,571.494000,571.564000,the,I,sd,u-202-1
sw2630B-ms98-a-0119,571.564000,571.804000,things,I,sd,u-202-1
sw2630B-ms98-a-0119,571.804000,571.904000,we,I,sd,u-202-1
sw2630B-ms98-a-0119,571.904000,572.144000,said,I,sd,u-202-1
sw2630B-ms98-a-0119,572.144000,572.264000,is,I,sd,u-202-1
sw2630B-ms98-a-0119,572.264000,572.394000,that,I,sd,u-202-1
sw2630B-ms98-a-0119,572.394000,572.544000,they,I,sd,u-202-1
sw2630B-ms98-a-0119,572.544000,572.714000,should,I,sd,u-202-1
sw2630B-ms98-a-0119,572.714000,572.904000,pick,I,sd,u-202-1
sw2630B-ms98-a-0119,572.904000,573.034000,the,I,sd,u-202-1
sw2630B-ms98-a-0119,573.034000,573.394000,college,I,sd,u-202-1
sw2630B-ms98-a-0119,573.394000,573.564000,this,B,sd,u-202-2
sw2630B-ms98-a-0119,573.564000,573.867375,was,I,sd,u-202-2
sw2630B-ms98-a-0119,573.867375,574.004000,our,I,sd,u-202-2
sw2630B-ms98-a-0119,574.004000,574.354000,advice,I,sd,u-202-2
sw2630B-ms98-a-0119,574.354000,574.746000,too,I,sd,u-202-2
sw2630B-ms98-a-0119,574.746000,575.354000,irrespective,I,sd,u-202-2
sw2630B-ms98-a-0119,575.354000,575.457875,of,I,sd,u-202-2
sw2630B-ms98-a-0119,575.457875,575.575250,the,I,sd,u-202-2
sw2630B-ms98-a-0119,575.575250,575.933250,cost,I,sd,u-202-2
sw2630B-ms98-a-0119,576.396500,576.594000,that,I,sd,u-202-2
sw2630B-ms98-a-0119,576.594000,577.168375,somehow,I,sd,u-202-2
sw2630B-ms98-a-0119,577.168375,577.474000,we,I,sd,u-202-2
sw2630B-ms98-a-0119,577.474000,577.664000,would,I,sd,u-202-2
sw2630B-ms98-a-0119,577.664000,578.161000,manage,I,sd,u-202-2
sw2630B-ms98-a-0120,580.027375,580.623750,well,B,sd,u-204-1
sw2630B-ms98-a-0120,580.744375,581.167375,we,I,sd,u-204-1
sw2630B-ms98-a-0120,581.167375,581.467375,place,I,sd,u-204-1
sw2630B-ms98-a-0120,581.467375,581.497375,a,I,sd,u-204-1
sw2630B-ms98-a-0120,581.497375,581.657375,real,I,sd,u-204-1
sw2630B-ms98-a-0120,581.657375,581.787375,high,I,sd,u-204-1
sw2630B-ms98-a-0120,581.787375,582.277375,priority,I,sd,u-204-1
sw2630B-ms98-a-0120,582.277375,582.407375,on,I,sd,u-204-1
sw2630B-ms98-a-0120,582.407375,582.977375,education,I,sd,u-204-1
sw2630B-ms98-a-0120,582.977375,583.266125,in,I,sd,u-204-1
sw2630B-ms98-a-0120,583.266125,583.442000,our,I,sd,u-204-1
sw2630B-ms98-a-0120,583.442000,583.729750,family,I,sd,u-204-1
sw2630B-ms98-a-0122,587.890000,588.090000,oh,B,ba,u-206-1
sw2630B-ms98-a-0122,588.090000,588.240000,good,I,ba,u-206-1
sw2630B-ms98-a-0122,588.240000,588.470000,that's,B,ba,u-206-2
sw2630B-ms98-a-0122,588.470000,588.964000,wonderful,I,ba,u-206-2
sw2630B-ms98-a-0123,589.937500,590.147500,oh,B,ba,u-208-1
sw2630B-ms98-a-0123,590.147500,590.457500,that's,I,ba,u-208-1
sw2630B-ms98-a-0123,590.457500,590.777750,great,I,ba,u-208-1
sw2630B-ms98-a-0125,596.770000,597.060000,that's,B,aa,u-210-1
sw2630B-ms98-a-0125,597.060000,597.169750,right,I,aa,u-210-1
sw2630B-ms98-a-0125,597.459250,597.700000,that's,B,aa,u-210-2
sw2630B-ms98-a-0125,597.700000,598.166250,exactly,I,aa,u-210-2
