sw2065B-ms98-a-0001,0.210250,0.825750,okay,O,,
sw2065B-ms98-a-0112,586.522875,586.872875,comes,I,sd,u-144-2
sw2065B-ms98-a-0112,586.872875,587.052875,they're,B,sd,u-144-3
sw2065B-ms98-a-0112,587.052875,587.682875,supposedly,I,sd,u-144-3
sw2065B-ms98-a-0112,587.682875,587.982875,saving,I,sd,u-144-3
sw2065B-ms98-a-0112,587.982875,588.142875,up,I,sd,u-144-3
sw2065B-ms98-a-0112,588.142875,588.292875,on,I,sd,u-144-3
sw2065B-ms98-a-0112,588.292875,588.492875,their,I,sd,u-144-3
sw2065B-ms98-a-0112,588.492875,588.682875,own,I,sd,u-144-3
sw2065B-ms98-a-0112,588.682875,588.802875,and,B,sd,u-144-4
sw2065B-ms98-a-0112,588.802875,588.872875,the,I,sd,u-144-4
sw2065B-ms98-a-0112,588.872875,589.212875,church,I,sd,u-144-4
sw2065B-ms98-a-0112,589.212875,589.472875,helps,I,sd,u-144-4
sw2065B-ms98-a-0112,589.472875,589.592875,them_1,I,sd,u-144-4
sw2065B-ms98-a-0112,589.592875,589.842875,out,I,sd,u-144-4
sw2065B-ms98-a-0112,589.842875,590.213750,some,I,sd,u-144-4
sw2065B-ms98-a-0112,590.213750,590.497000,but,B,sv,u-146-1
sw2065B-ms98-a-0113,591.253375,591.343375,but,I,sv,u-146-1
sw2065B-ms98-a-0113,591.343375,591.453375,you,I,sv,u-146-1
sw2065B-ms98-a-0113,591.453375,591.643375,know,I,sv,u-146-1
sw2065B-ms98-a-0113,591.643375,591.914250,that,I,sv,u-146-1
sw2065B-ms98-a-0113,592.028125,592.193375,it,I,sv,u-146-1
sw2065B-ms98-a-0113,592.193375,592.403375,is,I,sv,u-146-1
sw2065B-ms98-a-0113,592.403375,593.297375,incredible,I,sv,u-146-1
sw2065B-ms98-a-0114,593.689750,593.835000,y[ou]-,I,sv,u-146-1
sw2065B-ms98-a-0114,593.835000,593.913375,you,I,sv,u-146-1
sw2065B-ms98-a-0114,593.913375,594.240875,know,I,sv,u-146-1
sw2065B-ms98-a-0115,594.817750,595.331000,[vocalized-noise],O,,
sw2065B-ms98-a-0115,595.331000,595.859500,yeah,B,b,u-148-1
sw2065B-ms98-a-0115,595.859500,596.142250,it's,O,,
sw2065B-ms98-a-0116,597.351750,597.655250,very,O,,
sw2065B-ms98-a-0116,597.655250,598.241375,involved,O,,
